Last Model Estimation Results                                                   
Variable,Coeff.  ,Std.Err.,t-ratio ,P-value ,LowerCIL,UpperCIL
PAY :WET,   .000000    ,   .000000    ,   .100000E+11,   .162920E-01,   .000000    ,   .000000    
COVE:WET,   .000000    ,   .000000    ,   .100000E+11,   .162920E-01,   .000000    ,   .000000    
COVE:PAY,   .000000    ,   .000000    ,   .100000E+11,   .162920E-01,   .000000    ,   .000000    
NM  :WET,   .000000    ,   .000000    ,   .100000E+11,   .162920E-01,   .000000    ,   .000000    
NM  :PAY,   .000000    ,   .000000    ,   .100000E+11,   .162920E-01,   .000000    ,   .000000    
NM  :COV,   .000000    ,   .000000    ,   .100000E+11,   .162920E-01,   .000000    ,   .000000    
                                                                                
Last Model Estimation Results                                                   
Variable,Coeff.  ,Std.Err.,t-ratio ,P-value ,LowerCIL,UpperCIL
WETLAND ,  -.501534    ,   .118181    ,  -4.24378    ,   .219788E-04,  -.733165    ,  -.269904    
PAY     ,   .154969E-02,   .263038E-03,   5.89151    ,   .000000    ,   .103415E-02,   .206524E-02
COVERCRO,   .443021E-01,   .829031E-01,   .534384    ,   .593076    ,  -.118185    ,   .206789    
NM      ,  -.666967E-01,   .896340E-01,  -.744100    ,   .456816    ,  -.242376    ,   .108983    
ASC     ,  -.589466    ,   .407041    ,  -1.44817    ,   .147568    ,  -1.38725    ,   .208319    
DEMS18  ,   .439809    ,   .904768E-01,   4.86101    ,   .116789E-05,   .262477    ,   .617140    
COSTTAX ,  -.122200E-02,   .398281E-03,  -3.06820    ,   .215354E-02,  -.200262E-02,  -.441388E-03
INCFARM1,   .115900    ,   .217676    ,   .532446    ,   .594417    ,  -.310736    ,   .542537    
INCFARM2,   .102969    ,   .218749    ,   .470717    ,   .637843    ,  -.325771    ,   .531708    
INCFARM4,   .812660E-01,   .222475    ,   .365282    ,   .714901    ,  -.354777    ,   .517308    
INCFARM5,   .149694    ,   .224019    ,   .668219    ,   .503994    ,  -.289375    ,   .588763    
INCFARM6,   .965769    ,   .340907    ,   2.83294    ,   .461220E-02,   .297604    ,   1.63393    
FARMSI2 ,   .805746    ,   .292200    ,   2.75752    ,   .582420E-02,   .233045    ,   1.37845    
FARMSI3 ,  -.136308    ,   .180254    ,  -.756204    ,   .449527    ,  -.489599    ,   .216982    
FARMSI4 ,   .670517    ,   .278352    ,   2.40888    ,   .160014E-01,   .124957    ,   1.21608    
CONSUMP ,   .794643    ,   .296647    ,   2.67875    ,   .738982E-02,   .213225    ,   1.37606    
ADVAN   ,   1.74581    ,   .465215    ,   3.75270    ,   .174942E-03,   .834007    ,   2.65762    
NMDIS   ,  -11.6692    ,   5.59701    ,  -2.08489    ,   .370790E-01,  -22.6391    ,  -.699231    
WLDDIS  ,  -.454986    ,   .112188    ,  -4.05558    ,   .500101E-04,  -.674870    ,  -.235102    
CCDIS   ,  -.784492E-01,   .873583E-01,  -.898017    ,   .369177    ,  -.249668    ,   .927699E-01
WLDADV  ,   1.13880    ,   .279647    ,   4.07228    ,   .465560E-04,   .590701    ,   1.68690    
CCADV   ,   .102459    ,   .103408    ,   .990825    ,   .321771    ,  -.100216    ,   .305134    
NMADV   ,   1.13095    ,   .284230    ,   3.97901    ,   .692036E-04,   .573873    ,   1.68803    
AGENTRES,  -1.15317    ,   .414071    ,  -2.78495    ,   .535367E-02,  -1.96473    ,  -.341601    
STEWARDS,   .449787    ,   .115429    ,   3.89664    ,   .975348E-04,   .223550    ,   .676025    
LANDOWNE,  -.504284    ,   .145278    ,  -3.47115    ,   .518226E-03,  -.789024    ,  -.219543    
                                                                                
Last Model Estimation Results                                                   
Variable,Coeff.  ,Std.Err.,t-ratio ,P-value ,LowerCIL,UpperCIL
WETLAND ,  -1.60209    ,   .178280    ,  -8.98634    ,   .000000    ,  -1.95151    ,  -1.25266    
PAY     ,   .676154E-02,   .623704E-03,   10.8409    ,   .000000    ,   .553910E-02,   .798397E-02
COVERCRO,  -.224121    ,   .121191    ,  -1.84932    ,   .644111E-01,  -.461650    ,   .134086E-01
NM      ,  -.347014    ,   .116420    ,  -2.98070    ,   .287589E-02,  -.575193    ,  -.118834    
ASC     ,  -1.42235    ,   .584035    ,  -2.43539    ,   .148759E-01,  -2.56704    ,  -.277663    
DEMS18  ,   .713226    ,   .120132    ,   5.93700    ,   .000000    ,   .477771    ,   .948681    
COSTTAX ,  -.161327E-02,   .453191E-03,  -3.55980    ,   .371132E-03,  -.250151E-02,  -.725032E-03
INCFARM1,   .753593    ,   .335831    ,   2.24396    ,   .248348E-01,   .953758E-01,   1.41181    
INCFARM2,   .288246    ,   .339959    ,   .847886    ,   .396501    ,  -.378061    ,   .954553    
INCFARM4,   .328485    ,   .336698    ,   .975609    ,   .329258    ,  -.331430    ,   .988401    
INCFARM5,   .350558    ,   .341870    ,   1.02541    ,   .305168    ,  -.319495    ,   1.02061    
INCFARM6,   1.88405    ,   .473307    ,   3.98060    ,   .687405E-04,   .956382    ,   2.81171    
FARMSI2 ,   1.18308    ,   .415083    ,   2.85022    ,   .436886E-02,   .369531    ,   1.99663    
FARMSI3 ,  -.149393    ,   .233989    ,  -.638461    ,   .523173    ,  -.608002    ,   .309217    
FARMSI4 ,   1.02478    ,   .407061    ,   2.51751    ,   .118188E-01,   .226954    ,   1.82260    
CONSUMP ,   .901340    ,   .438809    ,   2.05406    ,   .399699E-01,   .412899E-01,   1.76139    
ADVAN   ,   2.28148    ,   .620957    ,   3.67414    ,   .238648E-03,   1.06443    ,   3.49854    
NMDIS   ,  -16.6341    ,   7.40226    ,  -2.24717    ,   .246291E-01,  -31.1423    ,  -2.12598    
WLDDIS  ,  -.560251    ,   .146219    ,  -3.83158    ,   .127323E-03,  -.846835    ,  -.273666    
CCDIS   ,  -.151502    ,   .102673    ,  -1.47557    ,   .140059    ,  -.352738    ,   .497342E-01
WLDADV  ,   1.15801    ,   .357899    ,   3.23559    ,   .121393E-02,   .456544    ,   1.85948    
CCADV   ,   .102622    ,   .140904    ,   .728313    ,   .466422    ,  -.173545    ,   .378790    
NMADV   ,   2.00126    ,   .348327    ,   5.74536    ,   .000000    ,   1.31855    ,   2.68397    
AGENTRES,  -2.04663    ,   .496517    ,  -4.12197    ,   .375643E-04,  -3.01979    ,  -1.07347    
STEWARDS,   .530958    ,   .152293    ,   3.48642    ,   .489529E-03,   .232469    ,   .829448    
LANDOWNE,  -.615355    ,   .181413    ,  -3.39201    ,   .693811E-03,  -.970917    ,  -.259792    
WETL:LAK,   .000000    ,   .000000    ,   .100000E+11,   .693811E-03,   .000000    ,   .000000    
WETL:INC,   .000000    ,   .000000    ,   .100000E+11,   .693811E-03,   .000000    ,   .000000    
PAY :LAK,   .000000    ,   .000000    ,   .100000E+11,   .693811E-03,   .000000    ,   .000000    
PAY :INC,   .000000    ,   .000000    ,   .100000E+11,   .693811E-03,   .000000    ,   .000000    
COVE:LAK,   .514969E-01,   .218449E-01,   2.35738    ,   .184042E-01,   .868162E-02,   .943121E-01
COVE:INC,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
NM  :LAK,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
NM  :INC,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
QsWETLAN,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
QsPAY   ,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
QsCOVERC,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
QsNM    ,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
PAY :WET,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
COVE:WET,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
COVE:PAY,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
NM  :WET,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
NM  :PAY,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
NM  :COV,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
sdWETLAN,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
sdPAY   ,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
sdCOVERC,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
sdNM    ,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
PAY :WET,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
COVE:WET,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
COVE:PAY,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
NM  :WET,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
NM  :PAY,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
NM  :COV,   .000000    ,   .000000    ,   .100000E+11,   .184042E-01,   .000000    ,   .000000    
                                                                                
Last Model Estimation Results                                                   
Variable,Coeff.  ,Std.Err.,t-ratio ,P-value ,LowerCIL,UpperCIL
WETLAND ,  -.493601    ,   .117058    ,  -4.21670    ,   .247898E-04,  -.723032    ,  -.264171    
PAY     ,   .152071E-02,   .260471E-03,   5.83829    ,   .000000    ,   .101019E-02,   .203122E-02
COVERCRO,   .424392E-01,   .821262E-01,   .516755    ,   .605327    ,  -.118525    ,   .203404    
NM      ,  -.663362E-01,   .887927E-01,  -.747091    ,   .455009    ,  -.240367    ,   .107694    
ASC     ,  -.849884    ,   .394939    ,  -2.15194    ,   .314022E-01,  -1.62395    ,  -.758181E-01
DEMS18  ,   .408395    ,   .884715E-01,   4.61612    ,   .390983E-05,   .234994    ,   .581796    
COSTTAX ,  -.124047E-02,   .393421E-03,  -3.15304    ,   .161580E-02,  -.201156E-02,  -.469381E-03
INCFARM1,   .163388    ,   .214142    ,   .762992    ,   .445468    ,  -.256321    ,   .583098    
INCFARM2,   .147433    ,   .214160    ,   .688427    ,   .491184    ,  -.272312    ,   .567178    
INCFARM4,   .180842    ,   .216401    ,   .835679    ,   .403335    ,  -.243296    ,   .604980    
INCFARM5,   .188310    ,   .221122    ,   .851610    ,   .394431    ,  -.245082    ,   .621701    
INCFARM6,   1.25607    ,   .339773    ,   3.69679    ,   .218342E-03,   .590128    ,   1.92202    
FARMSI2 ,   .969173    ,   .281022    ,   3.44875    ,   .563194E-03,   .418381    ,   1.51997    
FARMSI3 ,  -.199040E-01,   .177713    ,  -.112001    ,   .910823    ,  -.368214    ,   .328406    
FARMSI4 ,   .913826    ,   .266396    ,   3.43033    ,   .602844E-03,   .391700    ,   1.43595    
CONSUMP ,   1.01049    ,   .285717    ,   3.53668    ,   .405188E-03,   .450495    ,   1.57048    
ADVAN   ,   1.26949    ,   .192707    ,   6.58770    ,   .000000    ,   .891794    ,   1.64719    
AGENTRES,   .691360    ,   .142476    ,   4.85247    ,   .121932E-05,   .412113    ,   .970608    
STEWARDS,   .440002    ,   .105956    ,   4.15268    ,   .328602E-04,   .232332    ,   .647672    
LANDOWNE,  -.348667    ,   .128444    ,  -2.71455    ,   .663658E-02,  -.600411    ,  -.969218E-01
                                                                                
Last Model Estimation Results                                                   
Variable,Coeff.  ,Std.Err.,t-ratio ,P-value ,LowerCIL,UpperCIL
WETLAND ,  -1.61572    ,   .178771    ,  -9.03791    ,   .000000    ,  -1.96610    ,  -1.26533    
PAY     ,   .703242E-02,   .628074E-03,   11.1968    ,   .000000    ,   .580141E-02,   .826342E-02
COVERCRO,  -.241628    ,   .119205    ,  -2.02699    ,   .426634E-01,  -.475267    ,  -.798990E-02
NM      ,  -.364025    ,   .116386    ,  -3.12774    ,   .176158E-02,  -.592138    ,  -.135913    
ASC     ,  -1.75157    ,   .548550    ,  -3.19309    ,   .140757E-02,  -2.82671    ,  -.676434    
DEMS18  ,   .674348    ,   .110363    ,   6.11029    ,   .000000    ,   .458041    ,   .890654    
COSTTAX ,  -.175903E-02,   .448552E-03,  -3.92158    ,   .879703E-04,  -.263818E-02,  -.879887E-03
INCFARM1,   .823000    ,   .332671    ,   2.47392    ,   .133640E-01,   .170977    ,   1.47502    
INCFARM2,   .423068    ,   .340182    ,   1.24365    ,   .213628    ,  -.243677    ,   1.08981    
INCFARM4,   .447129    ,   .334209    ,   1.33787    ,   .180938    ,  -.207909    ,   1.10217    
INCFARM5,   .454723    ,   .344826    ,   1.31871    ,   .187268    ,  -.221122    ,   1.13057    
INCFARM6,   2.23650    ,   .449552    ,   4.97495    ,   .652654E-06,   1.35539    ,   3.11760    
FARMSI2 ,   1.43583    ,   .368492    ,   3.89651    ,   .975896E-04,   .713602    ,   2.15807    
FARMSI3 ,  -.950195E-02,   .228407    ,  -.416010E-01,   .966817    ,  -.457171    ,   .438167    
FARMSI4 ,   1.32734    ,   .358471    ,   3.70279    ,   .213244E-03,   .624752    ,   2.02993    
CONSUMP ,   1.18707    ,   .393614    ,   3.01583    ,   .256277E-02,   .415603    ,   1.95854    
ADVAN   ,   1.47895    ,   .245126    ,   6.03343    ,   .000000    ,   .998514    ,   1.95939    
AGENTRES,   .957583    ,   .157710    ,   6.07179    ,   .000000    ,   .648477    ,   1.26669    
STEWARDS,   .555517    ,   .136702    ,   4.06370    ,   .483006E-04,   .287586    ,   .823449    
LANDOWNE,  -.459648    ,   .155805    ,  -2.95015    ,   .317617E-02,  -.765021    ,  -.154276    
WETL:LAK,   .000000    ,   .000000    ,   .100000E+11,   .317617E-02,   .000000    ,   .000000    
WETL:INC,   .000000    ,   .000000    ,   .100000E+11,   .317617E-02,   .000000    ,   .000000    
PAY :LAK,   .000000    ,   .000000    ,   .100000E+11,   .317617E-02,   .000000    ,   .000000    
PAY :INC,   .000000    ,   .000000    ,   .100000E+11,   .317617E-02,   .000000    ,   .000000    
COVE:LAK,   .526293E-01,   .209550E-01,   2.51154    ,   .120206E-01,   .115583E-01,   .937004E-01
COVE:INC,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
NM  :LAK,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
NM  :INC,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
QsWETLAN,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
QsPAY   ,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
QsCOVERC,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
QsNM    ,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
PAY :WET,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
COVE:WET,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
COVE:PAY,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
NM  :WET,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
NM  :PAY,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
NM  :COV,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
sdWETLAN,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
sdPAY   ,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
sdCOVERC,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
sdNM    ,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
PAY :WET,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
COVE:WET,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
COVE:PAY,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
NM  :WET,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
NM  :PAY,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
NM  :COV,   .000000    ,   .000000    ,   .100000E+11,   .120206E-01,   .000000    ,   .000000    
                                                                                
Last Model Estimation Results                                                   
Variable,Coeff.  ,Std.Err.,t-ratio ,P-value ,LowerCIL,UpperCIL
WETLAND ,  -.492876    ,   .116896    ,  -4.21637    ,   .248272E-04,  -.721987    ,  -.263764    
PAY     ,   .151809E-02,   .260111E-03,   5.83632    ,   .000000    ,   .100828E-02,   .202790E-02
COVERCRO,   .424942E-01,   .820146E-01,   .518130    ,   .604368    ,  -.118251    ,   .203240    
NM      ,  -.666201E-01,   .886731E-01,  -.751300    ,   .452472    ,  -.240416    ,   .107176    
ASC     ,  -.884068    ,   .393795    ,  -2.24500    ,   .247683E-01,  -1.65589    ,  -.112245    
DEMS18  ,   .392972    ,   .881331E-01,   4.45884    ,   .824036E-05,   .220234    ,   .565709    
COSTTAX ,  -.122163E-02,   .393543E-03,  -3.10419    ,   .190802E-02,  -.199296E-02,  -.450302E-03
INCFARM1,   .200715    ,   .212621    ,   .944001    ,   .345169    ,  -.216015    ,   .617445    
INCFARM2,   .235946    ,   .210556    ,   1.12058    ,   .262465    ,  -.176736    ,   .648628    
INCFARM4,   .251049    ,   .213728    ,   1.17461    ,   .240149    ,  -.167852    ,   .669949    
INCFARM5,   .255803    ,   .218457    ,   1.17096    ,   .241617    ,  -.172364    ,   .683970    
INCFARM6,   1.39025    ,   .338538    ,   4.10663    ,   .401480E-04,   .726728    ,   2.05377    
FARMSI2 ,   .929797    ,   .279722    ,   3.32401    ,   .887345E-03,   .381552    ,   1.47804    
FARMSI3 ,  -.323501E-01,   .176690    ,  -.183090    ,   .854728    ,  -.378656    ,   .313956    
FARMSI4 ,   .889177    ,   .265324    ,   3.35129    ,   .804372E-03,   .369151    ,   1.40920    
CONSUMP ,   .947587    ,   .283789    ,   3.33906    ,   .840637E-03,   .391371    ,   1.50380    
ADVAN   ,   1.23159    ,   .191877    ,   6.41864    ,   .000000    ,   .855517    ,   1.60766    
AGENTRES,   .735709    ,   .141338    ,   5.20532    ,   .193661E-06,   .458692    ,   1.01273    
STEWARDS,   .327878    ,   .967079E-01,   3.39039    ,   .697928E-03,   .138334    ,   .517421    
                                                                                
Last Model Estimation Results                                                   
Variable,Coeff.  ,Std.Err.,t-ratio ,P-value ,LowerCIL,UpperCIL
WETLAND ,  -1.62155    ,   .178631    ,  -9.07762    ,   .000000    ,  -1.97166    ,  -1.27144    
PAY     ,   .707856E-02,   .631979E-03,   11.2006    ,   .000000    ,   .583990E-02,   .831721E-02
COVERCRO,  -.235055    ,   .119786    ,  -1.96229    ,   .497288E-01,  -.469831    ,  -.278576E-03
NM      ,  -.357417    ,   .116264    ,  -3.07418    ,   .211082E-02,  -.585290    ,  -.129543    
ASC     ,  -1.76486    ,   .539529    ,  -3.27111    ,   .107128E-02,  -2.82231    ,  -.707399    
DEMS18  ,   .649497    ,   .110375    ,   5.88448    ,   .000000    ,   .433167    ,   .865827    
COSTTAX ,  -.172248E-02,   .443139E-03,  -3.88699    ,   .101495E-03,  -.259101E-02,  -.853940E-03
INCFARM1,   .853994    ,   .333232    ,   2.56276    ,   .103843E-01,   .200872    ,   1.50712    
INCFARM2,   .528656    ,   .337543    ,   1.56619    ,   .117304    ,  -.132916    ,   1.19023    
INCFARM4,   .524596    ,   .334744    ,   1.56715    ,   .117079    ,  -.131491    ,   1.18068    
INCFARM5,   .535255    ,   .344257    ,   1.55481    ,   .119991    ,  -.139477    ,   1.20999    
INCFARM6,   2.34858    ,   .436007    ,   5.38656    ,   .718194E-07,   1.49402    ,   3.20314    
FARMSI2 ,   1.36094    ,   .353155    ,   3.85365    ,   .116369E-03,   .668766    ,   2.05311    
FARMSI3 ,  -.242721E-02,   .228227    ,  -.106351E-01,   .991515    ,  -.449744    ,   .444890    
FARMSI4 ,   1.26237    ,   .343995    ,   3.66975    ,   .242787E-03,   .588157    ,   1.93659    
CONSUMP ,   1.07040    ,   .374893    ,   2.85520    ,   .430092E-02,   .335619    ,   1.80517    
ADVAN   ,   1.40973    ,   .237495    ,   5.93583    ,   .000000    ,   .944249    ,   1.87521    
AGENTRES,   1.02660    ,   .157405    ,   6.52201    ,   .000000    ,   .718091    ,   1.33511    
STEWARDS,   .407982    ,   .119351    ,   3.41834    ,   .630055E-03,   .174058    ,   .641906    
WETL:LAK,   .000000    ,   .000000    ,   .100000E+11,   .630055E-03,   .000000    ,   .000000    
WETL:INC,   .000000    ,   .000000    ,   .100000E+11,   .630055E-03,   .000000    ,   .000000    
PAY :LAK,   .000000    ,   .000000    ,   .100000E+11,   .630055E-03,   .000000    ,   .000000    
PAY :INC,   .000000    ,   .000000    ,   .100000E+11,   .630055E-03,   .000000    ,   .000000    
COVE:LAK,   .528156E-01,   .209890E-01,   2.51634    ,   .118580E-01,   .116778E-01,   .939533E-01
COVE:INC,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
NM  :LAK,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
NM  :INC,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
QsWETLAN,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
QsPAY   ,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
QsCOVERC,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
QsNM    ,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
PAY :WET,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
COVE:WET,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
COVE:PAY,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
NM  :WET,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
NM  :PAY,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
NM  :COV,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
sdWETLAN,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
sdPAY   ,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
sdCOVERC,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
sdNM    ,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
PAY :WET,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
COVE:WET,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
COVE:PAY,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
NM  :WET,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
NM  :PAY,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
NM  :COV,   .000000    ,   .000000    ,   .100000E+11,   .118580E-01,   .000000    ,   .000000    
                                                                                
Last Model Estimation Results                                                   
Variable,Coeff.  ,Std.Err.,t-ratio ,P-value ,LowerCIL,UpperCIL
WETLAND ,  -.462518    ,   .113090    ,  -4.08981    ,   .431731E-04,  -.684171    ,  -.240865    
PAY     ,   .141781E-02,   .251447E-03,   5.63861    ,   .171424E-07,   .924987E-03,   .191064E-02
COVERCRO,   .392770E-01,   .793877E-01,   .494750    ,   .620777    ,  -.116320    ,   .194874    
NM      ,  -.631363E-01,   .858280E-01,  -.735615    ,   .461965    ,  -.231356    ,   .105083    
ASC     ,  -.299843    ,   .267507    ,  -1.12088    ,   .262340    ,  -.824147    ,   .224462    
DEMS18  ,   .475908    ,   .845464E-01,   5.62895    ,   .181310E-07,   .310200    ,   .641616    
COSTTAX ,  -.918805E-03,   .369299E-03,  -2.48797    ,   .128474E-01,  -.164262E-02,  -.194993E-03
INCFARM1,   .151482    ,   .204653    ,   .740188    ,   .459186    ,  -.249631    ,   .552594    
INCFARM2,   .240179    ,   .201808    ,   1.19014    ,   .233993    ,  -.155357    ,   .635715    
INCFARM4,   .140792    ,   .205159    ,   .686255    ,   .492552    ,  -.261313    ,   .542897    
INCFARM5,   .239760    ,   .210244    ,   1.14039    ,   .254123    ,  -.172310    ,   .651830    
INCFARM6,   .958578    ,   .317474    ,   3.01939    ,   .253281E-02,   .336341    ,   1.58081    
FARMSI2 ,   .344125    ,   .144566    ,   2.38041    ,   .172935E-01,   .607816E-01,   .627468    
FARMSI3 ,   .147150    ,   .164785    ,   .892984    ,   .371865    ,  -.175822    ,   .470122    
FARMSI4 ,   .199714    ,   .109459    ,   1.82456    ,   .680676E-01,  -.148213E-01,   .414250    
                                                                                
Last Model Estimation Results                                                   
Variable,Coeff.  ,Std.Err.,t-ratio ,P-value ,LowerCIL,UpperCIL
WETLAND ,  -1.77366    ,   .189819    ,  -9.34396    ,   .000000    ,  -2.14570    ,  -1.40162    
PAY     ,   .810085E-02,   .684578E-03,   11.8333    ,   .000000    ,   .675910E-02,   .944259E-02
COVERCRO,  -.367400    ,   .125893    ,  -2.91836    ,   .351882E-02,  -.614145    ,  -.120655    
NM      ,  -.406822    ,   .119671    ,  -3.39950    ,   .675103E-03,  -.641373    ,  -.172271    
ASC     ,  -1.38492    ,   .345736    ,  -4.00572    ,   .618293E-04,  -2.06255    ,  -.707292    
DEMS18  ,   .741315    ,   .103442    ,   7.16646    ,   .000000    ,   .538572    ,   .944058    
COSTTAX ,  -.121551E-02,   .388871E-03,  -3.12574    ,   .177357E-02,  -.197768E-02,  -.453337E-03
INCFARM1,   .875915    ,   .279876    ,   3.12966    ,   .175011E-02,   .327368    ,   1.42446    
INCFARM2,   .653400    ,   .280994    ,   2.32532    ,   .200549E-01,   .102662    ,   1.20414    
INCFARM4,   .479734    ,   .285163    ,   1.68231    ,   .925079E-01,  -.791755E-01,   1.03864    
INCFARM5,   .614204    ,   .293026    ,   2.09607    ,   .360759E-01,   .398829E-01,   1.18852    
INCFARM6,   2.06379    ,   .442603    ,   4.66285    ,   .311863E-05,   1.19630    ,   2.93127    
FARMSI2 ,   .793101    ,   .180327    ,   4.39812    ,   .109192E-04,   .439666    ,   1.14654    
FARMSI3 ,   .258299    ,   .198413    ,   1.30182    ,   .192977    ,  -.130584    ,   .647182    
FARMSI4 ,   .595674    ,   .140849    ,   4.22916    ,   .234565E-04,   .319614    ,   .871733    
WETL:LAK,   .000000    ,   .000000    ,   .100000E+11,   .234565E-04,   .000000    ,   .000000    
WETL:INC,   .000000    ,   .000000    ,   .100000E+11,   .234565E-04,   .000000    ,   .000000    
PAY :LAK,   .000000    ,   .000000    ,   .100000E+11,   .234565E-04,   .000000    ,   .000000    
PAY :INC,   .000000    ,   .000000    ,   .100000E+11,   .234565E-04,   .000000    ,   .000000    
COVE:LAK,   .835788E-01,   .231309E-01,   3.61329    ,   .302332E-03,   .382430E-01,   .128915    
COVE:INC,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
NM  :LAK,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
NM  :INC,   .000000    ,   .000000    ,   .100000E+11,   .302332E-03,   .000000    ,   .000000    
