id,gender,age,education,income,incomefromfarming,landarea,majorityland,primaryrotation,work2017,countyresident
6947720880,Male,Over 70,"B.A., B.S., or equivalent","$25,000 - $99,999",25%-50%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Redwood
6947718708,Female,50-70,Graduate degree,"$100,000 - $249,999",50%-75%,,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others,Martin
6947716268,Male,Over 70,High school diploma,None,50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Douglas
6947714118,Male,50-70,Some college degree,"$25,000 - $99,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Chippewa
6947711441,Male,50-70,High school diploma,"$500,000 - $999,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others,Redwood
6947708338,Male,Over 70,High school diploma,"$250,000 - $499,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Continuous Corn (any tillage system),Full-time farm work on land owned by me or rented from others,Lac Qui Parle
6947706873,Male,50-70,High school diploma,"$250,000 - $499,999",50%-75%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Lyon
6947704679,Male,50-70,High school diploma,"$1 -$24,999",75%-100%,None,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others,Douglas
6947701473,Male,50-70,"B.A., B.S., or equivalent","$1 -$24,999",1%-25%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time off-farm work,Swift
6947697525,Male,50-70,High school diploma,"$25,000 - $99,999",50%-75%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Redwood
6947696123,Male,50-70,High school diploma,"$100,000 - $249,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Chippewa
6947392965,Male,50-70,Some college degree,"$1 -$24,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Part-time off-farm work,Waseca
6947391733,Male,50-70,"B.A., B.S., or equivalent","$25,000 - $99,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,McLeod
6947391108,,,,,50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Pope
6947389851,Male,50-70,High school diploma,"$500,000 - $999,999",75%-100%,None,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Jackson
6947387994,Male,50-70,Some college degree,"$500,000 - $999,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Blue Earth
6947387071,Male,50-70,Some college degree,"$100,000 - $249,999",50%-75%,"500 - 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time off-farm work,Yellow Medicine
6947385647,Male,50-70,"B.A., B.S., or equivalent","More than $1,000,000",75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Traverse
6947384017,Male,50-70,Some college degree,"$25,000 - $99,999",1%-25%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time off-farm work,Dakota
6947382976,Male,Over 70,High school diploma,,1%-25%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Renville
6947381248,Male,50-70,High school diploma,"$1 -$24,999",25%-50%,1 - 100 acres,"Yes, and someone else is in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time off-farm work,Kandiyohi
6947380629,Male,Over 70,Some college degree,,75%-100%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Redwood
6947379840,Male,Over 70,,,,100 - 500 acres,,Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Meeker
6947378928,,,,,1%-25%,100 - 500 acres,"No, majority of my land is not currently used for crop production.",Conservation Reserve Program (CRP),Retired,Hennepin
6947364981,Male,Over 70,High school diploma,"$25,000 - $99,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean(All No-till),Full-time farm work on land owned by me or rented from others,Pipestone
6947364123,Male,50-70,"B.A., B.S., or equivalent","$250,000 - $499,999",50%-75%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Renville
6947363268,Male,50-70,"B.A., B.S., or equivalent","$250,000 - $499,999",25%-50%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time off-farm work,Brown
6947362650,,,,,,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Lyon
6947361706,Male,50-70,High school diploma,"$100,000 - $249,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others,Murray
6947359283,Male,50-70,Some college degree,"$500,000 - $999,999",75%-100%,"More than 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Retired,Waseca
6947000153,Male,50-70,Graduate degree,"$1 -$24,999",1%-25%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Sibley
6946999089,Male,50-70,"B.A., B.S., or equivalent","$100,000 - $249,999",1%-25%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Part-time farm work on land owned by me or rented from others,Renville
6946997925,Male,50-70,High school diploma,"$500,000 - $999,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Murray
6946997286,,,,,75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Douglas
6946996370,Male,50-70,Some college degree,"$100,000 - $249,999",50%-75%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Sibley
6946995349,Female,Over 70,"B.A., B.S., or equivalent","$500,000 - $999,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean(All No-till),Farm manager hired by someone else,Swift
6946993526,Male,50-70,High school diploma,"$250,000 - $499,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Watonwan
6946896808,Male,50-70,Some college degree,"$250,000 - $499,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Grant
6946894306,Male,50-70,Some college degree,"$1 -$24,999",0,100 - 500 acres,"No, majority of my land is not currently used for crop production.",,Part-time off-farm work,Otter Tail
6946892816,Male,50-70,High school diploma,"$500,000 - $999,999",75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Grant
6946891262,Male,Over 70,High school diploma,"$1 -$24,999",1%-25%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Alfalfa/other hay,Part-time farm work on land owned by me or rented from others,Otter Tail
6946889776,Male,50-70,"B.A., B.S., or equivalent","$100,000 - $249,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Waseca
6946884857,Male,Over 70,"B.A., B.S., or equivalent","$25,000 - $99,999",25%-50%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Retired,Faribault
6946883630,Male,Over 70,High school diploma,"$25,000 - $99,999",25%-50%,1 - 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Brown
6946882172,Male,Over 70,Graduate degree,"$25,000 - $99,999",1%-25%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Hennepin
6946879942,Male,50-70,Some college degree,"$250,000 - $499,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Otter Tail
6946742831,Male,50-70,Some college degree,"$500,000 - $999,999",75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Otter Tail
6946742021,Male,50-70,Some college degree,"$100,000 - $249,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Continuous Corn (any tillage system),Full-time farm work on land owned by me or rented from others,Martin
6946740972,Male,50-70,"B.A., B.S., or equivalent","$25,000 - $99,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",,Martin
6946739593,Male,Over 70,High school diploma,"$250,000 - $499,999",75%-100%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Brown
6946738484,Male,,Some college degree,,50%-75%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Renville
6946737162,Male,Over 70,High school diploma,"$100,000 - $249,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Renville
6946736097,Male,50-70,High school diploma,"$1 -$24,999",25%-50%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Douglas
6946735108,Male,50-70,Some college degree,"$100,000 - $249,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Redwood
6946734321,Male,50-70,High school diploma,"$25,000 - $99,999",0,None,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Lincoln
6946589637,Male,50-70,Some college degree,"$1 -$24,999",1%-25%,1 - 100 acres,"No, majority of my land is not currently used for crop production.",Corn/Bean (All Conventional till),Full-time off-farm work,Grant
6946589608,Male,50-70,High school diploma,"$500,000 - $999,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Murray
6946588901,Male,Over 70,High school diploma,"$100,000 - $249,999",50%-75%,100 - 500 acres,"No, majority of my land is not currently used for crop production.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Kandiyohi
6946588875,Male,50-70,Some college degree,,,None,,,Retired,Nicollet
6946588448,Male,Over 70,High school diploma,,75%-100%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Blue Earth
6946588193,Male,Over 70,Some college degree,"$100,000 - $249,999",75%-100%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Hennepin
6946587636,Male,50-70,High school diploma,,75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Brown
6946587356,Male,50-70,,"$250,000 - $499,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Nobles
6946586671,Male,50-70,High school diploma,"$250,000 - $499,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Carver
6946586125,Male,Over 70,High school diploma,"$1 -$24,999",50%-75%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Part-time farm work on land owned by me or rented from others,Wabasha
6946585546,Male,50-70,High school diploma,"$250,000 - $499,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Redwood
6946584969,Male,50-70,Some college degree,"$250,000 - $499,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time off-farm work,Le Sueur
6946584818,Male,50-70,"B.A., B.S., or equivalent","$100,000 - $249,999",75%-100%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Blue Earth
6946583955,Male,Over 70,High school diploma,,50%-75%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Alfalfa/other hay,Part-time farm work on land owned by me or rented from others,Cottonwood
6946583813,Male,50-70,"B.A., B.S., or equivalent","$25,000 - $99,999",1%-25%,"500 - 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Dakota
6946513673,Male,30-50,High school diploma,"$250,000 - $499,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Sibley
6946511637,Male,Over 70,High school diploma,"$100,000 - $249,999",50%-75%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Brown
6946260193,Male,50-70,Some college degree,"$500,000 - $999,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Redwood
6946258184,Male,50-70,Some college degree,"$500,000 - $999,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Watonwan
6946255870,Female,50-70,Some college degree,"$25,000 - $99,999",1%-25%,1 - 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Alfalfa/other hay,Retired,Dakota
6946253329,Male,Over 70,High school diploma,"$1 -$24,999",50%-75%,"500 - 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Freeborn
6946252003,Female,50-70,Graduate degree,"$1 -$24,999",1%-25%,1 - 100 acres,"No, majority of my land is not currently used for crop production.",Other (please specify),,Rice
6946250964,Male,50-70,"B.A., B.S., or equivalent","$500,000 - $999,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time farm work on land owned by me or rented from others,Murray
6946249196,Male,Over 70,High school diploma,"$250,000 - $499,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Jackson
6946247015,Male,50-70,High school diploma,"$25,000 - $99,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Murray
6946167103,Male,50-70,"B.A., B.S., or equivalent","$100,000 - $249,999",1%-25%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Part-time farm work on land owned by me or rented from others,Cottonwood
6946164683,Male,30-50,Some college degree,"$500,000 - $999,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Conservation Reserve Program (CRP),Full-time farm work on land owned by me or rented from others,Freeborn
6946161348,Male,Over 70,"B.A., B.S., or equivalent","$25,000 - $99,999",25%-50%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Nicollet
6946157221,Male,30-50,"B.A., B.S., or equivalent","$500,000 - $999,999",75%-100%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Wheat,Full-time farm work on land owned by me or rented from others,Grant
6946154289,Male,30-50,High school diploma,"$100,000 - $249,999",75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Lac Qui Parle
6946149478,Male,50-70,High school diploma,"$25,000 - $99,999",25%-50%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Sibley
6946147157,Male,Over 70,High school diploma,"$25,000 - $99,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Wheat,Full-time farm work on land owned by me or rented from others,Lac Qui Parle
6946144634,Male,50-70,Some college degree,"$500,000 - $999,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Le Sueur
6945891488,Male,50-70,Some college degree,"$100,000 - $249,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Lac Qui Parle
6945889965,Male,50-70,"B.A., B.S., or equivalent","$250,000 - $499,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Kandiyohi
6945888906,,,,,50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Brown
6945887634,Male,30-50,"B.A., B.S., or equivalent","More than $1,000,000",75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Faribault
6945886504,Male,50-70,Some college degree,"$250,000 - $499,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Pipestone
6945885329,Male,30-50,Some college degree,"$1 -$24,999",1%-25%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Nicollet
6945884181,Female,50-70,Graduate degree,"$1 -$24,999",0,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time off-farm work,Dakota
6945882081,Male,50-70,High school diploma,,50%-75%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Brown
6945880499,Male,50-70,Some college degree,"$25,000 - $99,999",50%-75%,1 - 100 acres,"No, majority of my land is not currently used for crop production.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Cottonwood
6945876874,Male,50-70,Some college degree,"$500,000 - $999,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others,Murray
6945874059,Male,50-70,Some college degree,"$250,000 - $499,999",50%-75%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Yellow Medicine
6945872667,Male,50-70,Some college degree,"$100,000 - $249,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Lyon
6945870973,Male,50-70,Some college degree,"$500,000 - $999,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Renville
6945868936,Male,50-70,Graduate degree,"$100,000 - $249,999",1%-25%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Lac Qui Parle
6945867319,Male,50-70,High school diploma,"$250,000 - $499,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Murray
6945865748,Male,50-70,High school diploma,"$1 -$24,999",75%-100%,,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Sibley
6945864732,,,,,25%-50%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Alfalfa/other hay,Full-time farm work on land owned by me or rented from others,Sibley
6945771977,Male,Over 70,Some college degree,"$1 -$24,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Part-time off-farm work,Freeborn
6945769093,,,,,75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Lac Qui Parle
6945765963,,,,,75%-100%,,"Yes, and I am in charge of a day to day farm operation.",Wheat,Full-time farm work on land owned by me or rented from others,Lincoln
6945762450,Male,50-70,Some college degree,"$500,000 - $999,999",1%-25%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Murray
6945759082,Male,50-70,High school diploma,"$25,000 - $99,999",1%-25%,1 - 100 acres,"No, majority of my land is not currently used for crop production.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Brown
6945753660,Male,Over 70,High school diploma,"$250,000 - $499,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Lyon
6945749841,Male,50-70,Some college degree,"$1 -$24,999",1%-25%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Part-time farm work on land owned by me or rented from others,Le Sueur
6945491577,Male,50-70,Some college degree,"$100,000 - $249,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time farm work on land owned by me or rented from others,Nicollet
6945489960,,,,"$100,000 - $249,999",,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",,Full-time farm work on land owned by me or rented from others,Brown
6945488925,Female,50-70,Some college degree,"$1 -$24,999",25%-50%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Blue Earth
6945484811,Female,50-70,"B.A., B.S., or equivalent","$25,000 - $99,999",1%-25%,100 - 500 acres,"No, majority of my land is not currently used for crop production.",Other (please specify),Part-time farm work on land owned by me or rented from others,Martin
6945483564,Male,50-70,Some college degree,"$100,000 - $249,999",50%-75%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Part-time farm work on land owned by me or rented from others,Nicollet
6945482225,Male,50-70,"B.A., B.S., or equivalent","$25,000 - $99,999",1%-25%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Lyon
6945480813,,,,,25%-50%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Alfalfa/other hay,Part-time farm work on land owned by me or rented from others,Otter Tail
6945479131,Male,Over 70,High school diploma,"$500,000 - $999,999",75%-100%,,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean(All No-till),Full-time farm work on land owned by me or rented from others,Dakota
6945476052,,,Graduate degree,,75%-100%,,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Traverse
6945473463,Male,50-70,"B.A., B.S., or equivalent","$25,000 - $99,999",25%-50%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Wheat,Full-time farm work on land owned by me or rented from others,Pope
6945471288,Male,Over 70,High school diploma,"$25,000 - $99,999",50%-75%,,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Dakota
6945469617,,,,,50%-75%,,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Dakota
6945357761,Male,Over 70,Graduate degree,"$25,000 - $99,999",25%-50%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Retired,Blue Earth
6945346677,Male,Over 70,"B.A., B.S., or equivalent","$100,000 - $249,999",50%-75%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Lincoln
6945339362,Male,50-70,"B.A., B.S., or equivalent","$1 -$24,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Jackson
6945333858,Female,50-70,Some college degree,"$25,000 - $99,999",75%-100%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Blue Earth
6945330465,Male,50-70,"B.A., B.S., or equivalent","$500,000 - $999,999",25%-50%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Sibley
6945096694,Male,50-70,High school diploma,"$1 -$24,999",1%-25%,1 - 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean(All No-till),Full-time off-farm work,McLeod
6945095461,Male,50-70,High school diploma,"$250,000 - $499,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Lac Qui Parle
6945093820,Female,50-70,High school diploma,"$25,000 - $99,999",,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",,,Otter Tail
6945090035,Male,Over 70,Some college degree,,50%-75%,"500 - 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,Redwood
6945087838,Male,50-70,High school diploma,"$500,000 - $999,999",50%-75%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Murray
6945086238,Male,50-70,Some college degree,"$100,000 - $249,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Steele
6945075683,Male,Over 70,Some college degree,"$100,000 - $249,999",,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Dakota
6945073672,Male,Over 70,High school diploma,,,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Retired,Le Sueur
6945071639,Male,Over 70,High school diploma,"$25,000 - $99,999",50%-75%,100 - 500 acres,"Yes, and someone else is in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Retired,Waseca
6945069066,Male,Over 70,High school diploma,"$25,000 - $99,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Otter Tail
