id,mean_wld,mean_cc,mean_nm,gender,age,education,income,incomefromfarming,landarea,majorityland,primaryrotation,countyresident,countyland,unemploy,costlive,hrwage,taxcost,cashrent,crp2018,landvalu,impstrea,implakes,impwetl,imptotal,childcar,foodcost,healthc,housecos,othercos,dfl08to18,dflmean,concern,att_wld_unfav,att_nm_unfav,comp,norm_control,aware,past,appreciate,social,Cluster,County,Region_y,Watershed
6948076027,307.17228969999996,-91.95745649,4.926302175,1.0,3.0,2.0,6.0,5.0,2.0,1.0,1.0,Renville,Renville,4.7,45944.0,14.73,459.0,217.0,219.0,6966.0,243.6,0.0,0.0,31.0,224.0,770.0,417.0,698.0,429.0,0.537740966,0.5079635570000001,-0.7103092209999999,-0.242633939,0.315293763,-0.256155343,-0.413958261,-0.147558563,0.20309919699999998,-0.07489288200000001,0.214065932,1,Renville,Westcentral,Hawk-Yellow Medicine
6948076027,307.17228969999996,-91.95745649,4.926302175,1.0,3.0,2.0,6.0,5.0,2.0,1.0,1.0,Renville,Renville,4.7,45944.0,14.73,459.0,217.0,219.0,6966.0,243.6,0.0,0.0,31.0,224.0,770.0,417.0,698.0,429.0,0.537740966,0.5079635570000001,-0.7103092209999999,-0.242633939,0.315293763,-0.256155343,-0.413958261,-0.147558563,0.20309919699999998,-0.07489288200000001,0.214065932,1,Renville,Westcentral,Middle Minnesota
6948076027,307.17228969999996,-91.95745649,4.926302175,1.0,3.0,2.0,6.0,5.0,2.0,1.0,1.0,Renville,Renville,4.7,45944.0,14.73,459.0,217.0,219.0,6966.0,243.6,0.0,0.0,31.0,224.0,770.0,417.0,698.0,429.0,0.537740966,0.5079635570000001,-0.7103092209999999,-0.242633939,0.315293763,-0.256155343,-0.413958261,-0.147558563,0.20309919699999998,-0.07489288200000001,0.214065932,1,Renville,Westcentral,Lower Minnesota
6948074916,307.17228969999996,-91.95745649,4.926302175,1.0,4.0,2.0,1.0,1.0,1.0,3.0,,Watonwan,Watonwan,4.5,44271.0,14.19,417.0,215.0,213.0,6510.0,207.9,700.0,0.0,24.0,189.0,749.0,417.0,698.0,423.0,0.5474074489999999,0.516861187,0.02008052,1.279118598,1.218226871,-0.8092902909999999,0.299807989,-0.310024849,-0.725950878,-0.238485862,-0.149441308,0,Watonwan,Southcentral,Blue Earth
6948074916,307.17228969999996,-91.95745649,4.926302175,1.0,4.0,2.0,1.0,1.0,1.0,3.0,,Watonwan,Watonwan,4.5,44271.0,14.19,417.0,215.0,213.0,6510.0,207.9,700.0,0.0,24.0,189.0,749.0,417.0,698.0,423.0,0.5474074489999999,0.516861187,0.02008052,1.279118598,1.218226871,-0.8092902909999999,0.299807989,-0.310024849,-0.725950878,-0.238485862,-0.149441308,0,Watonwan,Southcentral,Middle Minnesota
6948074916,307.17228969999996,-91.95745649,4.926302175,1.0,4.0,2.0,1.0,1.0,1.0,3.0,,Watonwan,Watonwan,4.5,44271.0,14.19,417.0,215.0,213.0,6510.0,207.9,700.0,0.0,24.0,189.0,749.0,417.0,698.0,423.0,0.5474074489999999,0.516861187,0.02008052,1.279118598,1.218226871,-0.8092902909999999,0.299807989,-0.310024849,-0.725950878,-0.238485862,-0.149441308,0,Watonwan,Southcentral,Watonwan
6948071691,307.17228969999996,-91.95745649,4.926302175,1.0,3.0,4.0,3.0,2.0,2.0,2.0,10.0,Blue Earth,Blue Earth,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888,1.839718771,-1.7755952940000002,-1.614508645,0.8314053990000001,0.39764477,0.255867878,-0.682381445,0.039259647,0.22195796199999998,2,Blue Earth,Southcentral,Blue Earth
6948071691,307.17228969999996,-91.95745649,4.926302175,1.0,3.0,4.0,3.0,2.0,2.0,2.0,10.0,Blue Earth,Blue Earth,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888,1.839718771,-1.7755952940000002,-1.614508645,0.8314053990000001,0.39764477,0.255867878,-0.682381445,0.039259647,0.22195796199999998,2,Blue Earth,Southcentral,Middle Minnesota
6948071691,307.17228969999996,-91.95745649,4.926302175,1.0,3.0,4.0,3.0,2.0,2.0,2.0,10.0,Blue Earth,Blue Earth,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888,1.839718771,-1.7755952940000002,-1.614508645,0.8314053990000001,0.39764477,0.255867878,-0.682381445,0.039259647,0.22195796199999998,2,Blue Earth,Southcentral,Watonwan
6948071691,307.17228969999996,-91.95745649,4.926302175,1.0,3.0,4.0,3.0,2.0,2.0,2.0,10.0,Blue Earth,Blue Earth,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888,1.839718771,-1.7755952940000002,-1.614508645,0.8314053990000001,0.39764477,0.255867878,-0.682381445,0.039259647,0.22195796199999998,2,Blue Earth,Southcentral,Le Sueur
6948070295,307.17228969999996,-91.95745649,4.926302175,1.0,3.0,1.0,4.0,4.0,,1.0,1.0,Nicollet,Nicollet,2.7,47338.0,15.17,482.0,223.0,215.0,7567.0,182.3,0.0,0.0,29.0,241.0,749.0,417.0,874.0,475.0,0.6016706270000001,0.576371249,-0.697937884,0.173373843,0.31407768199999997,-0.23382045399999998,-0.23120295300000002,-0.307115009,0.223905918,-0.20769747100000002,-0.003821992,1,Nicollet,Southcentral,Middle Minnesota
6948070295,307.17228969999996,-91.95745649,4.926302175,1.0,3.0,1.0,4.0,4.0,,1.0,1.0,Nicollet,Nicollet,2.7,47338.0,15.17,482.0,223.0,215.0,7567.0,182.3,0.0,0.0,29.0,241.0,749.0,417.0,874.0,475.0,0.6016706270000001,0.576371249,-0.697937884,0.173373843,0.31407768199999997,-0.23382045399999998,-0.23120295300000002,-0.307115009,0.223905918,-0.20769747100000002,-0.003821992,1,Nicollet,Southcentral,Cottonwood
6948070295,307.17228969999996,-91.95745649,4.926302175,1.0,3.0,1.0,4.0,4.0,,1.0,1.0,Nicollet,Nicollet,2.7,47338.0,15.17,482.0,223.0,215.0,7567.0,182.3,0.0,0.0,29.0,241.0,749.0,417.0,874.0,475.0,0.6016706270000001,0.576371249,-0.697937884,0.173373843,0.31407768199999997,-0.23382045399999998,-0.23120295300000002,-0.307115009,0.223905918,-0.20769747100000002,-0.003821992,1,Nicollet,Southcentral,Lower Minnesota
6948068890,314.2950244,-87.74865062,9.960928624,1.0,4.0,4.0,2.0,3.0,1.0,2.0,2.0,Martin,Martin,3.7,44252.0,14.18,417.0,234.0,222.0,7050.0,159.0,2503.0,0.0,18.0,199.0,758.0,417.0,698.0,426.0,0.43147554299999996,0.401784945,0.904594234,0.11906016,-0.162002291,0.575877954,0.01376157,-0.22746486300000002,-0.723745943,-0.103057429,0.213939078,0,Martin,Southwest,Blue Earth
6948068890,314.2950244,-87.74865062,9.960928624,1.0,4.0,4.0,2.0,3.0,1.0,2.0,2.0,Martin,Martin,3.7,44252.0,14.18,417.0,234.0,222.0,7050.0,159.0,2503.0,0.0,18.0,199.0,758.0,417.0,698.0,426.0,0.43147554299999996,0.401784945,0.904594234,0.11906016,-0.162002291,0.575877954,0.01376157,-0.22746486300000002,-0.723745943,-0.103057429,0.213939078,0,Martin,Southwest,Watonwan
6948067454,314.2950244,-87.74865062,9.960928624,1.0,3.0,1.0,4.0,5.0,4.0,1.0,1.0,Renville,Renville,4.7,45944.0,14.73,459.0,217.0,219.0,6966.0,243.6,0.0,0.0,31.0,224.0,770.0,417.0,698.0,429.0,0.537740966,0.5079635570000001,-0.210859615,0.536941413,0.319341303,-0.072411871,-0.188242451,-0.27927305399999997,0.18006007,-0.130929338,0.10776738400000001,1,Renville,Westcentral,Hawk-Yellow Medicine
6948067454,314.2950244,-87.74865062,9.960928624,1.0,3.0,1.0,4.0,5.0,4.0,1.0,1.0,Renville,Renville,4.7,45944.0,14.73,459.0,217.0,219.0,6966.0,243.6,0.0,0.0,31.0,224.0,770.0,417.0,698.0,429.0,0.537740966,0.5079635570000001,-0.210859615,0.536941413,0.319341303,-0.072411871,-0.188242451,-0.27927305399999997,0.18006007,-0.130929338,0.10776738400000001,1,Renville,Westcentral,Middle Minnesota
6948067454,314.2950244,-87.74865062,9.960928624,1.0,3.0,1.0,4.0,5.0,4.0,1.0,1.0,Renville,Renville,4.7,45944.0,14.73,459.0,217.0,219.0,6966.0,243.6,0.0,0.0,31.0,224.0,770.0,417.0,698.0,429.0,0.537740966,0.5079635570000001,-0.210859615,0.536941413,0.319341303,-0.072411871,-0.188242451,-0.27927305399999997,0.18006007,-0.130929338,0.10776738400000001,1,Renville,Westcentral,Lower Minnesota
6948065388,314.2950244,-87.74865062,9.960928624,1.0,3.0,2.0,6.0,5.0,3.0,1.0,2.0,Martin,Martin,3.7,44252.0,14.18,417.0,234.0,222.0,7050.0,159.0,2503.0,0.0,18.0,199.0,758.0,417.0,698.0,426.0,0.43147554299999996,0.401784945,-1.4742829569999998,0.960998138,-0.5710106939999999,-0.883057331,0.41171154,-0.297274961,0.239605442,0.442552245,-0.07621238400000001,1,Martin,Southwest,Blue Earth
6948065388,314.2950244,-87.74865062,9.960928624,1.0,3.0,2.0,6.0,5.0,3.0,1.0,2.0,Martin,Martin,3.7,44252.0,14.18,417.0,234.0,222.0,7050.0,159.0,2503.0,0.0,18.0,199.0,758.0,417.0,698.0,426.0,0.43147554299999996,0.401784945,-1.4742829569999998,0.960998138,-0.5710106939999999,-0.883057331,0.41171154,-0.297274961,0.239605442,0.442552245,-0.07621238400000001,1,Martin,Southwest,Watonwan
6948063980,314.2950244,-87.74865062,9.960928624,1.0,4.0,1.0,5.0,5.0,2.0,1.0,1.0,Watonwan,Watonwan,4.5,44271.0,14.19,417.0,215.0,213.0,6510.0,207.9,700.0,0.0,24.0,189.0,749.0,417.0,698.0,423.0,0.5474074489999999,0.516861187,-0.16772847,-0.132742542,0.282834537,0.029365782000000003,-0.11025958,-0.127441961,0.204908318,-0.013614236000000002,0.111307741,1,Watonwan,Southcentral,Blue Earth
6948063980,314.2950244,-87.74865062,9.960928624,1.0,4.0,1.0,5.0,5.0,2.0,1.0,1.0,Watonwan,Watonwan,4.5,44271.0,14.19,417.0,215.0,213.0,6510.0,207.9,700.0,0.0,24.0,189.0,749.0,417.0,698.0,423.0,0.5474074489999999,0.516861187,-0.16772847,-0.132742542,0.282834537,0.029365782000000003,-0.11025958,-0.127441961,0.204908318,-0.013614236000000002,0.111307741,1,Watonwan,Southcentral,Middle Minnesota
6948063980,314.2950244,-87.74865062,9.960928624,1.0,4.0,1.0,5.0,5.0,2.0,1.0,1.0,Watonwan,Watonwan,4.5,44271.0,14.19,417.0,215.0,213.0,6510.0,207.9,700.0,0.0,24.0,189.0,749.0,417.0,698.0,423.0,0.5474074489999999,0.516861187,-0.16772847,-0.132742542,0.282834537,0.029365782000000003,-0.11025958,-0.127441961,0.204908318,-0.013614236000000002,0.111307741,1,Watonwan,Southcentral,Watonwan
6948061858,314.2950244,-87.74865062,9.960928624,1.0,4.0,1.0,2.0,4.0,1.0,3.0,2.0,Freeborn,Freeborn,3.8,45515.0,14.59,448.0,216.0,217.0,6071.0,0.0,2003.0,0.0,1.0,228.0,753.0,417.0,698.0,424.0,0.5851084010000001,0.557988585,0.379718409,0.24541840899999998,-0.09002574099999999,0.19118465899999998,-0.007293508000000001,-0.24971095100000001,-0.683543175,-0.017483248,-0.080922797,0,Freeborn,Southcentral,Blue Earth
6948061858,314.2950244,-87.74865062,9.960928624,1.0,4.0,1.0,2.0,4.0,1.0,3.0,2.0,Freeborn,Freeborn,3.8,45515.0,14.59,448.0,216.0,217.0,6071.0,0.0,2003.0,0.0,1.0,228.0,753.0,417.0,698.0,424.0,0.5851084010000001,0.557988585,0.379718409,0.24541840899999998,-0.09002574099999999,0.19118465899999998,-0.007293508000000001,-0.24971095100000001,-0.683543175,-0.017483248,-0.080922797,0,Freeborn,Southcentral,Le Sueur
6948059293,314.2950244,-87.74865062,9.960928624,1.0,3.0,3.0,6.0,3.0,2.0,1.0,4.0,Renville,Renville,4.7,45944.0,14.73,459.0,217.0,219.0,6966.0,243.6,0.0,0.0,31.0,224.0,770.0,417.0,698.0,429.0,0.537740966,0.5079635570000001,-0.9859080440000001,0.9149208870000001,1.97601577,-0.12457974,0.019762343,-0.306333747,0.238762888,-0.161367548,-0.00317055,1,Renville,Westcentral,Hawk-Yellow Medicine
6948059293,314.2950244,-87.74865062,9.960928624,1.0,3.0,3.0,6.0,3.0,2.0,1.0,4.0,Renville,Renville,4.7,45944.0,14.73,459.0,217.0,219.0,6966.0,243.6,0.0,0.0,31.0,224.0,770.0,417.0,698.0,429.0,0.537740966,0.5079635570000001,-0.9859080440000001,0.9149208870000001,1.97601577,-0.12457974,0.019762343,-0.306333747,0.238762888,-0.161367548,-0.00317055,1,Renville,Westcentral,Middle Minnesota
6948059293,314.2950244,-87.74865062,9.960928624,1.0,3.0,3.0,6.0,3.0,2.0,1.0,4.0,Renville,Renville,4.7,45944.0,14.73,459.0,217.0,219.0,6966.0,243.6,0.0,0.0,31.0,224.0,770.0,417.0,698.0,429.0,0.537740966,0.5079635570000001,-0.9859080440000001,0.9149208870000001,1.97601577,-0.12457974,0.019762343,-0.306333747,0.238762888,-0.161367548,-0.00317055,1,Renville,Westcentral,Lower Minnesota
6948057874,314.2950244,-87.74865062,9.960928624,1.0,4.0,2.0,4.0,5.0,2.0,1.0,1.0,Faribault,Faribault,4.4,45400.0,14.55,445.0,209.0,219.0,6585.0,136.2,199.0,0.0,12.0,203.0,784.0,417.0,698.0,433.0,0.490212387,0.463059358,-0.608239413,0.051000795,0.202089468,0.426651551,0.673231645,-0.308156683,0.18011457399999997,-0.160731936,-0.14955270699999998,1,Faribault,Southcentral,Blue Earth
6948057874,314.2950244,-87.74865062,9.960928624,1.0,4.0,2.0,4.0,5.0,2.0,1.0,1.0,Faribault,Faribault,4.4,45400.0,14.55,445.0,209.0,219.0,6585.0,136.2,199.0,0.0,12.0,203.0,784.0,417.0,698.0,433.0,0.490212387,0.463059358,-0.608239413,0.051000795,0.202089468,0.426651551,0.673231645,-0.308156683,0.18011457399999997,-0.160731936,-0.14955270699999998,1,Faribault,Southcentral,Le Sueur
6948056254,314.2950244,-87.74865062,9.960928624,1.0,4.0,1.0,3.0,5.0,2.0,2.0,1.0,Rice,Rice,3.2,53785.0,17.24,638.0,226.0,214.0,6024.0,0.0,600.0,0.0,3.0,368.0,746.0,417.0,903.0,482.0,0.577500197,0.5347631939999999,0.852506005,0.33820897,-0.58976594,0.10068453699999999,-0.002922819,-0.18372676699999999,-0.724055601,-0.157882359,-0.082048713,0,Rice,Southcentral,Lower Minnesota
6948054705,314.2950244,-87.74865062,9.960928624,,,,,,2.0,2.0,10.0,Watonwan,Watonwan,4.5,44271.0,14.19,417.0,215.0,213.0,6510.0,207.9,700.0,0.0,24.0,189.0,749.0,417.0,698.0,423.0,0.5474074489999999,0.516861187,0.546022804,0.264155998,-0.08684405199999999,0.057867598,0.035186049,-0.186218038,-0.725563051,-0.23435730899999999,-0.182318825,0,Watonwan,Southcentral,Blue Earth
6948054705,314.2950244,-87.74865062,9.960928624,,,,,,2.0,2.0,10.0,Watonwan,Watonwan,4.5,44271.0,14.19,417.0,215.0,213.0,6510.0,207.9,700.0,0.0,24.0,189.0,749.0,417.0,698.0,423.0,0.5474074489999999,0.516861187,0.546022804,0.264155998,-0.08684405199999999,0.057867598,0.035186049,-0.186218038,-0.725563051,-0.23435730899999999,-0.182318825,0,Watonwan,Southcentral,Middle Minnesota
6948054705,314.2950244,-87.74865062,9.960928624,,,,,,2.0,2.0,10.0,Watonwan,Watonwan,4.5,44271.0,14.19,417.0,215.0,213.0,6510.0,207.9,700.0,0.0,24.0,189.0,749.0,417.0,698.0,423.0,0.5474074489999999,0.516861187,0.546022804,0.264155998,-0.08684405199999999,0.057867598,0.035186049,-0.186218038,-0.725563051,-0.23435730899999999,-0.182318825,0,Watonwan,Southcentral,Watonwan
6948052325,314.2950244,-87.74865062,9.960928624,1.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,Rice,Rice,3.2,53785.0,17.24,638.0,226.0,214.0,6024.0,0.0,600.0,0.0,3.0,368.0,746.0,417.0,903.0,482.0,0.577500197,0.5347631939999999,-0.16206315599999999,-0.708240702,-0.125725155,0.158649403,-0.023751037000000003,-0.265600345,0.24887728,0.290650683,0.217751427,2,Rice,Southcentral,Lower Minnesota
6948020508,314.2950244,-87.74865062,9.960928624,1.0,3.0,2.0,4.0,5.0,4.0,1.0,1.0,Traverse,Traverse,3.7,44212.0,14.17,415.0,150.0,170.0,5078.0,0.0,0.0,0.0,0.0,224.0,777.0,417.0,698.0,431.0,0.592261355,0.572932135,-0.8706961790000001,0.11730208800000001,0.21059308100000002,-0.188590142,0.304227407,-0.299430437,0.251610575,0.360330263,-0.14209538,1,Traverse,Westcentral,Upper Minnesota
6948018409,314.2950244,-87.74865062,9.960928624,1.0,3.0,2.0,,5.0,2.0,1.0,2.0,Brown,Brown,3.8,43375.0,13.9,394.0,207.0,197.0,6875.0,229.6,2004.0,0.0,20.0,233.0,756.0,417.0,698.0,425.0,0.473061071,0.44646149700000004,-1.233522442,-0.200766258,-0.583177349,-0.079619127,0.261071655,-0.309050588,0.178841317,-0.21433846,-0.15032822699999998,1,Brown,Southcentral,Middle Minnesota
6948018409,314.2950244,-87.74865062,9.960928624,1.0,3.0,2.0,,5.0,2.0,1.0,2.0,Brown,Brown,3.8,43375.0,13.9,394.0,207.0,197.0,6875.0,229.6,2004.0,0.0,20.0,233.0,756.0,417.0,698.0,425.0,0.473061071,0.44646149700000004,-1.233522442,-0.200766258,-0.583177349,-0.079619127,0.261071655,-0.309050588,0.178841317,-0.21433846,-0.15032822699999998,1,Brown,Southcentral,Cottonwood
6948018409,314.2950244,-87.74865062,9.960928624,1.0,3.0,2.0,,5.0,2.0,1.0,2.0,Brown,Brown,3.8,43375.0,13.9,394.0,207.0,197.0,6875.0,229.6,2004.0,0.0,20.0,233.0,756.0,417.0,698.0,425.0,0.473061071,0.44646149700000004,-1.233522442,-0.200766258,-0.583177349,-0.079619127,0.261071655,-0.309050588,0.178841317,-0.21433846,-0.15032822699999998,1,Brown,Southcentral,Watonwan
6948016142,314.2950244,-87.74865062,9.960928624,1.0,3.0,2.0,4.0,5.0,1.0,3.0,,Watonwan,Watonwan,4.5,44271.0,14.19,417.0,215.0,213.0,6510.0,207.9,700.0,0.0,24.0,189.0,749.0,417.0,698.0,423.0,0.5474074489999999,0.516861187,0.185584904,0.087270208,0.317446717,0.038091167999999995,-0.394485342,-0.303794645,-0.7244962229999999,-0.129954821,0.212601557,0,Watonwan,Southcentral,Blue Earth
6948016142,314.2950244,-87.74865062,9.960928624,1.0,3.0,2.0,4.0,5.0,1.0,3.0,,Watonwan,Watonwan,4.5,44271.0,14.19,417.0,215.0,213.0,6510.0,207.9,700.0,0.0,24.0,189.0,749.0,417.0,698.0,423.0,0.5474074489999999,0.516861187,0.185584904,0.087270208,0.317446717,0.038091167999999995,-0.394485342,-0.303794645,-0.7244962229999999,-0.129954821,0.212601557,0,Watonwan,Southcentral,Middle Minnesota
6948016142,314.2950244,-87.74865062,9.960928624,1.0,3.0,2.0,4.0,5.0,1.0,3.0,,Watonwan,Watonwan,4.5,44271.0,14.19,417.0,215.0,213.0,6510.0,207.9,700.0,0.0,24.0,189.0,749.0,417.0,698.0,423.0,0.5474074489999999,0.516861187,0.185584904,0.087270208,0.317446717,0.038091167999999995,-0.394485342,-0.303794645,-0.7244962229999999,-0.129954821,0.212601557,0,Watonwan,Southcentral,Watonwan
6948013471,314.2950244,-87.74865062,9.960928624,1.0,4.0,1.0,,,2.0,2.0,2.0,Brown,Brown,3.8,43375.0,13.9,394.0,207.0,197.0,6875.0,229.6,2004.0,0.0,20.0,233.0,756.0,417.0,698.0,425.0,0.473061071,0.44646149700000004,-0.290499464,-0.317724678,-0.56370413,-0.19295717399999998,-0.492647802,-0.307424259,-0.725261452,-0.190245298,-0.002271235,0,Brown,Southcentral,Middle Minnesota
6948013471,314.2950244,-87.74865062,9.960928624,1.0,4.0,1.0,,,2.0,2.0,2.0,Brown,Brown,3.8,43375.0,13.9,394.0,207.0,197.0,6875.0,229.6,2004.0,0.0,20.0,233.0,756.0,417.0,698.0,425.0,0.473061071,0.44646149700000004,-0.290499464,-0.317724678,-0.56370413,-0.19295717399999998,-0.492647802,-0.307424259,-0.725261452,-0.190245298,-0.002271235,0,Brown,Southcentral,Cottonwood
6948013471,314.2950244,-87.74865062,9.960928624,1.0,4.0,1.0,,,2.0,2.0,2.0,Brown,Brown,3.8,43375.0,13.9,394.0,207.0,197.0,6875.0,229.6,2004.0,0.0,20.0,233.0,756.0,417.0,698.0,425.0,0.473061071,0.44646149700000004,-0.290499464,-0.317724678,-0.56370413,-0.19295717399999998,-0.492647802,-0.307424259,-0.725261452,-0.190245298,-0.002271235,0,Brown,Southcentral,Watonwan
6948011547,314.2950244,-87.74865062,9.960928624,1.0,3.0,3.0,5.0,5.0,2.0,1.0,1.0,Murray,Murray,4.6,46138.0,14.79,464.0,225.0,177.0,6435.0,0.0,0.0,83.99,2.0,198.0,775.0,417.0,698.0,431.0,0.5033792979999999,0.485067304,-0.212529995,-0.175434405,-0.08487515300000001,0.073849905,-0.21799058699999999,-0.21415731300000002,0.252232675,0.415159085,0.11628632900000001,2,Murray,Southwest,Redwood
6948011547,314.2950244,-87.74865062,9.960928624,1.0,3.0,3.0,5.0,5.0,2.0,1.0,1.0,Murray,Murray,4.6,46138.0,14.79,464.0,225.0,177.0,6435.0,0.0,0.0,83.99,2.0,198.0,775.0,417.0,698.0,431.0,0.5033792979999999,0.485067304,-0.212529995,-0.175434405,-0.08487515300000001,0.073849905,-0.21799058699999999,-0.21415731300000002,0.252232675,0.415159085,0.11628632900000001,2,Murray,Southwest,Cottonwood
6948008993,314.2950244,-87.74865062,9.960928624,1.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,Goodhue,Goodhue,3.4,53133.0,17.03,629.0,220.0,250.0,6085.0,0.0,0.0,0.0,0.0,377.0,749.0,417.0,812.0,456.0,0.492542992,0.448463774,1.68916544,1.070373247,0.28717612,0.12920368,0.395250999,0.322190598,0.093067441,0.088012503,0.22241743100000003,2,Goodhue,Southeast,
6947769197,696.3103857000001,291.2565527,400.5930204,1.0,3.0,1.0,5.0,4.0,3.0,1.0,10.0,Brown,Brown,3.8,43375.0,13.9,394.0,207.0,197.0,6875.0,229.6,2004.0,0.0,20.0,233.0,756.0,417.0,698.0,425.0,0.473061071,0.44646149700000004,-0.031480227,0.228497843,-0.538501191,-0.017913134,-0.033346179,-0.277370545,0.23969798899999997,-0.095485456,0.21209860100000003,2,Brown,Southcentral,Middle Minnesota
6947769197,696.3103857000001,291.2565527,400.5930204,1.0,3.0,1.0,5.0,4.0,3.0,1.0,10.0,Brown,Brown,3.8,43375.0,13.9,394.0,207.0,197.0,6875.0,229.6,2004.0,0.0,20.0,233.0,756.0,417.0,698.0,425.0,0.473061071,0.44646149700000004,-0.031480227,0.228497843,-0.538501191,-0.017913134,-0.033346179,-0.277370545,0.23969798899999997,-0.095485456,0.21209860100000003,2,Brown,Southcentral,Cottonwood
6947769197,696.3103857000001,291.2565527,400.5930204,1.0,3.0,1.0,5.0,4.0,3.0,1.0,10.0,Brown,Brown,3.8,43375.0,13.9,394.0,207.0,197.0,6875.0,229.6,2004.0,0.0,20.0,233.0,756.0,417.0,698.0,425.0,0.473061071,0.44646149700000004,-0.031480227,0.228497843,-0.538501191,-0.017913134,-0.033346179,-0.277370545,0.23969798899999997,-0.095485456,0.21209860100000003,2,Brown,Southcentral,Watonwan
6947767101,696.3103857000001,291.2565527,400.5930204,1.0,3.0,2.0,6.0,5.0,2.0,1.0,1.0,Blue Earth,Blue Earth,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888,0.62336361,0.069950693,-1.4622799990000002,0.154897397,0.316567202,-0.146483952,0.22005761699999998,0.049181792,0.134044609,2,Blue Earth,Southcentral,Blue Earth
6947767101,696.3103857000001,291.2565527,400.5930204,1.0,3.0,2.0,6.0,5.0,2.0,1.0,1.0,Blue Earth,Blue Earth,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888,0.62336361,0.069950693,-1.4622799990000002,0.154897397,0.316567202,-0.146483952,0.22005761699999998,0.049181792,0.134044609,2,Blue Earth,Southcentral,Middle Minnesota
6947767101,696.3103857000001,291.2565527,400.5930204,1.0,3.0,2.0,6.0,5.0,2.0,1.0,1.0,Blue Earth,Blue Earth,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888,0.62336361,0.069950693,-1.4622799990000002,0.154897397,0.316567202,-0.146483952,0.22005761699999998,0.049181792,0.134044609,2,Blue Earth,Southcentral,Watonwan
6947767101,696.3103857000001,291.2565527,400.5930204,1.0,3.0,2.0,6.0,5.0,2.0,1.0,1.0,Blue Earth,Blue Earth,3.0,47201.0,15.13,478.0,215.0,232.0,7565.0,344.4,5253.0,0.0,42.0,237.0,746.0,417.0,874.0,474.0,0.597152583,0.573103888,0.62336361,0.069950693,-1.4622799990000002,0.154897397,0.316567202,-0.146483952,0.22005761699999998,0.049181792,0.134044609,2,Blue Earth,Southcentral,Le Sueur
6947766117,696.3103857000001,291.2565527,400.5930204,1.0,3.0,1.0,5.0,5.0,2.0,1.0,1.0,Faribault,Faribault,4.4,45400.0,14.55,445.0,209.0,219.0,6585.0,136.2,199.0,0.0,12.0,203.0,784.0,417.0,698.0,433.0,0.490212387,0.463059358,-0.503490099,0.591587791,1.157109636,-0.304759542,-0.147029781,-0.251609117,0.170156985,-0.16380874199999998,-0.084211614,1,Faribault,Southcentral,Blue Earth
6947766117,696.3103857000001,291.2565527,400.5930204,1.0,3.0,1.0,5.0,5.0,2.0,1.0,1.0,Faribault,Faribault,4.4,45400.0,14.55,445.0,209.0,219.0,6585.0,136.2,199.0,0.0,12.0,203.0,784.0,417.0,698.0,433.0,0.490212387,0.463059358,-0.503490099,0.591587791,1.157109636,-0.304759542,-0.147029781,-0.251609117,0.170156985,-0.16380874199999998,-0.084211614,1,Faribault,Southcentral,Le Sueur
6947764954,696.3103857000001,291.2565527,400.5930204,1.0,3.0,1.0,5.0,5.0,2.0,1.0,3.0,Lac Qui Parle,Lac Qui Parle,3.6,44917.0,14.4,433.0,167.0,170.0,4453.0,341.6,4.0,0.0,36.0,215.0,787.0,417.0,698.0,434.0,0.588319113,0.5632020529999999,-0.194349224,-0.243713454,0.24584354100000003,0.213891235,0.171438593,-0.267319387,0.253848209,0.452649061,-0.140377715,1,,,
6947763940,696.3103857000001,291.2565527,400.5930204,1.0,3.0,3.0,6.0,5.0,2.0,1.0,1.0,Yellow Medicine,Yellow Medicine,3.6,44597.0,14.29,425.0,183.0,183.0,5444.0,303.4,977.0,7.81,22.0,190.0,775.0,417.0,698.0,430.0,0.5482342889999999,0.523649458,1.167692582,-0.903395803,-0.237375492,0.512993922,0.101720045,-0.24421846600000002,0.250837927,0.32435011199999997,-0.141918338,2,Yellow Medicine,Southwest,Lac Qui Parle
