respondentid,choice1.,choice2.,choice3.,choice4.,choice5.,choice6.,choice7.,choice8,countyresident,countyland,scenicconcern,scenicmoderate,scenicmajor,nutrientconcern,nutrientmoderate,nutrientmajor,habitatconcern,habitatmoderate,habitatmajor,sedimentconcern,sedimentmoderate,sedimentmajor,recreationconcern,recreationmoderate,recreationmajor,valknowconservation,valundueblame,valwaterimportant,vallandregulate,valwaterproblem,valpaymentimportant,valtogether,valstaff,valsteward,valinfluence,pollutionobs,familiar25,otherswetland,otherscovercrop,othersnm,pastcrp,pastfcp,pastmci,pastoneseason,pastlongterm,pastgcdt,pastgcsv,nowcrp,noweqip,nowfcsv,nowcsp,practicegd,practicemintill,practicerb,practicerp,obssediment,obsnutrients,obsodor,obstrash,obslackfish,obsunsafeswim,obscolor,obsunsafedrink,opwetlandfamiliar,opwetlandcostr,opwetlandcontrol,opwetlandequipment,opwetlandcostm,opwetlandhabitat,opwetlandsoil,opcovercropfamiliar,opcovercroprp,opcovercroptimep,opcovercroptimeh,opcovercroprs,opcovercropis,opcovercropln,opnmfamiliar,opnmrs,opnmrl,opnmis,opnmrf,opnmcost,opwetlandopen,opwetlandrestored,opcovercropopen,opcovercropplant,opnmopen,acfish,acswim,acexplore,ackayak,achunt,achike,acbike,acpicnic,achorseride,acgooffroading,sptlandowners,sptfarmmanager,sptrenters,sptgovstaff,sptmrbboard,infonrcs,infofsa,infoces,infomedial,infospecialists,infosfdealer,infomdealer,infoneighborfriends,infoscdc,infovai,infoprivateconsultants,infonpo,infomedian,preferfielddemo,preferinternet,prefercountymeeting,prefertelevision,prefermagazines,preferradio,preferprinted,prefervisual,preferonfarmconsul,prefertradeshows,gender,age,education,income,incomefromfarming,landarea,majorityland,primaryrotation,work2017,COM,GCON,SMET,ETHIC,NCOM,ADV,AgResp,WATER,AgVal,LoSte,LoResp,NM_DIS,WLD_DIS,CC_DIS,OPEN,FAMIL,WLD_ADV,CC_ADV,NM_ADV
6948065388,C,C,C,C,C,C,C,C,Martin,Martin,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,5,4,2,3,3,2,2,5,2,2,3,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,5,5,5,4,4,3,4,5,5,1,1,1,5,2,2,3,3,2,2,3,2,3,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Male,50-70,Some college but no 4-year degree,"$500,000 to $999,999",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time farm work on land owned by me or rented from others,-1.707651466,-0.288333365,-1.579303001,-1.678754592,0.471988822,0.041750523,-0.209269644,-0.246020338,-1.411978991,0.286236734,0.072552119,-0.574046548,0.944979945,1.141351292,0.019111919,0.133215409,-0.439417005,-1.680524633,-0.955380857
6948063980,V,V,V,V,V,V,V,V,Watonwan,Watonwan,3,3,3,3,3,2,3,3,2,3,3,2,2,3,2,3,4,4,3,4,4,4,4,4,4,1,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,3,3,4,3,4,4,3,3,3,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,Male,Over 70,High school diploma,"$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-0.216268104,-0.128170279,-0.186963605,0.054241139,-0.009893535,-0.000724674,0.094129781,0.075246821,0.059095939,-0.287447835,0.072749022,0.357785484,-0.218316112,-0.000140338,0.746021073,-0.01985572,0.314139965,0.013043224,-0.062228702
6948061858,C,C,C,C,C,C,V,C,Freeborn,Freeborn,4,4,5,4,3,3,4,4,3,3,3,3,2,3,4,4,5,4,4,4,4,5,4,4,4,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,4,3,4,4,5,4,4,2,2,2,4,4,2,1,3,2,4,4,3,1,2,1,2,3,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Male,Over 70,High school diploma,"$1 -$24,999",50%-75%,1 to 100 acres,"No, majority of my land is not currently used for crop production.",Corn/Corn/Bean (All conventional till),Retired,0.568969606,-0.246133711,0.298168938,1.176584412,0.049195446,-0.000783473,-0.151510746,0.095308391,0.46478186,0.017567545,0.072551524,-0.057384368,0.273846718,-0.609367896,-0.127100142,-0.062298955,0.558958544,0.288665014,0.270775863
6948059293,C,C,V,C,C,C,C,C,Renville,Renville,2,4,3,2,2,2,2,2,2,2,1,1,1,1,1,5,5,5,1,3,2,4,4,5,2,2,3,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,5,5,5,4,3,2,3,4,4,3,4,3,2,5,5,3,3,3,2,3,3,3,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$500,000 to $999,999",25%-50%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others,-1.091669376,-0.300166382,-1.162874645,-0.177110007,-0.219652631,-0.017711655,-0.140925446,-0.156236641,0.085506273,0.822729808,0.07276811,1.886846056,1.032135033,0.575394281,0.456426927,-0.168358037,-0.295370548,-0.278476449,-0.376947987
6948057874,V,V,V,V,V,V,V,C,Faribault,Faribault,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,5,4,4,2,3,4,5,5,5,5,2,3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,5,5,5,2,3,3,5,5,3,5,3,3,3,3,3,3,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Male,Over 70,Some college but no 4-year degree,"$100,000 - $249,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,-0.886102638,-0.302669921,-0.721844676,-0.648205274,-0.225318815,-0.012949206,-0.190184013,0.010048819,0.743343137,0.587191302,-0.112021359,0.259910405,-0.103111237,-0.201407946,0.238098374,0.187625764,1.008399136,0.591666222,0.248348178
6948056254,V,C,V,V,V,V,C,V,Rice,Rice,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,3,4,2,4,4,4,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,4,4,2,2,3,2,4,4,2,3,2,2,4,4,2,1,2,3,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Male,Over 70,High school diploma,"$25,000 - $99,999",75%-100%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,1.007567965,-0.18365233,1.034249173,0.86890191,-0.160842006,-0.017731421,-0.166924869,-0.015591719,0.010501581,0.01467692,0.072543216,-0.656724219,0.398052251,-0.367860632,-0.076394336,0.071527058,0.328960163,0.186819407,0.259894009
6948054705,C,C,C,C,C,C,C,C,Watonwan,Watonwan,4,4,2,5,4,3,2,3,2,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,4,3,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6948052325,V,C,V,V,V,V,C,V,Rice,Rice,2,2,3,3,3,2,3,3,4,3,2,2,2,2,3,4,4,5,4,5,2,4,4,4,4,3,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,2,4,2,2,4,5,3,3,2,3,4,4,2,2,3,2,3,4,3,1,2,1,3,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$1 -$24,999",25%-50%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Part-time farm work on land owned by me or rented from others,0.01369321,-0.26621748,-0.331732887,-0.315774368,0.278338666,0.028607514,0.269554322,0.204917371,0.248774515,0.012866567,0.07280916,-0.07396116,-0.992210897,-0.215969286,-0.569875445,0.098395206,0.945688566,0.171400845,0.04169985
6948020508,V,C,V,C,V,V,C,C,Traverse,Traverse,2,4,3,1,2,1,3,2,1,2,1,1,2,2,3,5,5,4,3,3,4,4,4,5,3,2,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4,4,4,3,3,4,3,2,4,3,3,3,3,3,4,3,3,3,3,2,1,1,2,3,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,Male,50-70,Some college but no 4-year degree,"$100,000 - $249,999",75%-100%,"1,000 acres or more","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-0.71404748,-0.290975722,-1.312405893,-0.112964336,0.390893273,0.037166689,-0.20835481,-0.069519789,0.019390654,0.476501697,-0.112025951,0.172445986,-0.021898149,0.16727306,-0.370234039,0.389381427,-0.116122534,-0.511970401,-0.358561413
6948018409,C,V,C,V,C,V,C,C,Brown,Brown,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,5,5,4,1,3,2,4,4,5,3,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,4,3,2,4,4,4,4,3,3,2,2,3,4,3,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Male,50-70,Some college but no 4-year degree,,75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time farm work on land owned by me or rented from others,-1.575780658,-0.301433514,-1.283543317,-1.631654944,-0.29902358,-0.020043541,-0.219344144,-0.164396153,-0.025257481,0.582683158,-0.112031014,-0.532369336,-0.282480897,0.345674551,0.114146153,0.11703056,-0.107236837,0.009876494,0.007761458
6948016142,C,V,C,V,C,C,C,C,Watonwan,Watonwan,2,4,2,4,4,4,4,4,4,2,2,2,2,2,4,3,5,5,3,3,4,4,4,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,2,2,3,3,4,3,3,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,Male,50-70,Some college but no 4-year degree,"$100,000 - $249,999",75%-100%,1 to 100 acres,"No, majority of my land is not currently used for crop production.",,Full-time farm work on land owned by me or rented from others,0.448508157,-0.3061151,-0.013053479,-0.039575544,-0.18892626,-0.00865624,0.248882649,0.01472825,0.113079224,-0.139007065,0.072795697,0.367338681,0.116019453,-0.040156753,0.818981428,-0.190828716,0.208205192,-0.234148067,-0.195431514
6948013471,,,,,,,,,Brown,Brown,2,2,2,3,3,3,3,3,2,3,3,2,2,2,2,3,4,4,3,2,3,3,4,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,3,2,3,3,3,3,3,3,1,2,2,4,5,2,3,3,3,2,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Over 70,High school diploma,,,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Part-time farm work on land owned by me or rented from others,-0.388619109,-0.306144025,-0.139581573,-0.64894347,-0.270178496,-0.015936375,-0.117568637,-0.13523402,-0.501507493,-0.597493177,0.072679519,-0.522169546,-0.445587747,-0.011919459,0.926847898,-0.212600753,-0.082673319,-0.323247668,0.050938955
6948011547,V,C,V,V,V,V,V,V,Murray,Murray,1,3,2,3,3,3,3,2,2,3,2,2,3,3,3,4,4,4,3,4,4,4,4,4,3,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,3,4,3,3,4,4,3,2,3,3,4,4,3,1,3,2,4,3,3,1,2,1,3,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,-0.248209682,-0.206622457,-0.232674038,-0.585727185,0.522892275,0.035497909,0.088244169,0.047222876,0.063686057,-0.087807849,0.072766194,-0.118638192,-0.252950647,-0.163890105,-0.47112992,-0.176247177,0.431887127,0.194150511,0.201737601
6948008993,V,C,V,V,V,V,V,V,Goodhue,Goodhue,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,5,5,1,2,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,4,5,5,5,5,5,5,4,3,3,4,4,3,3,3,3,3,3,3,3,1,1,1,2,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Male,50-70,Some college but no 4-year degree,"$100,000 - $249,999",1%-25%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time off-farm work,2.040634398,0.320648558,2.001516788,1.35096374,0.174253363,0.006901272,0.267066483,0.159317484,0.171878456,0.113392484,0.072830972,0.361315667,1.356368169,0.360624813,-0.669798679,0.380008187,0.789882036,-0.163742812,-0.178753595
6947769197,V,V,V,V,V,V,V,V,Brown,Brown,4,4,4,3,3,3,2,2,2,3,3,3,3,3,3,4,4,4,2,3,4,4,4,4,2,3,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,3,4,4,4,4,4,3,2,4,4,4,3,2,2,2,2,4,4,3,3,2,3,3,3,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Male,50-70,High school diploma,"$250,000 - $499,999",50%-75%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Part-time farm work on land owned by me or rented from others,-0.203275695,-0.27978396,0.048768884,0.716997983,-0.181571061,-0.007562723,0.243369848,-0.065483849,0.013266537,-0.062485059,0.072808254,-0.49456734,0.310490939,0.368462255,0.828903514,-0.044450135,0.134345379,-0.255147331,0.04541844
6947767101,V,V,V,V,V,V,V,V,Blue Earth,Blue Earth,4,4,4,4,4,4,3,3,3,4,4,3,4,3,4,4,5,4,1,4,4,4,4,4,4,1,2,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,4,4,3,4,4,3,2,2,2,4,4,3,5,1,1,4,4,2,1,3,1,3,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Male,50-70,Some college but no 4-year degree,"$500,000 to $999,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,0.542399254,-0.146292871,0.852088612,0.960297058,0.128315019,-0.003176596,0.190579216,-0.013224071,0.044745577,0.055779298,0.07262258,-1.48044626,0.022281317,-0.626448084,-0.398416081,0.014475426,0.212167008,0.26957074,0.366471538
6947766117,C,C,C,C,C,C,C,C,Faribault,Faribault,2,4,3,2,3,3,3,1,1,2,2,2,1,3,4,4,5,5,2,3,2,4,3,5,3,3,3,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,5,5,4,1,3,2,4,3,4,4,3,4,1,4,4,2,4,3,2,3,2,3,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Male,50-70,High school diploma,"$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-0.688062684,-0.246797566,-0.595441705,-0.056477968,-0.240877275,-0.018265391,-0.187260269,-0.116263379,-0.195078527,0.529966676,0.072566454,1.174690767,0.732957956,0.435928214,0.309267201,-0.195293319,-1.057782075,-0.315115947,-0.483282837
6947764954,V,V,V,V,V,V,V,V,Lac Qui Parle,Lac Qui Parle,2,3,3,3,3,3,3,3,2,3,2,2,3,3,2,4,5,5,4,2,2,5,5,5,1,1,2,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,4,3,2,2,4,4,3,2,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Male,50-70,High school diploma,"$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean(All No-till),Full-time farm work on land owned by me or rented from others,-0.123999722,-0.261238734,-0.23458905,-0.116141431,0.57276629,0.042798353,-0.200647592,-0.077104303,0.741486113,0.481114627,-0.112019614,0.301291551,-0.333895347,-0.512857596,-0.542647404,0.053882072,-0.272713981,0.115931898,-0.06113169
6947763940,V,V,V,V,V,V,V,V,Yellow Medicine,Yellow Medicine,4,4,4,5,4,4,5,4,4,5,4,3,4,5,4,3,4,5,3,4,3,5,5,5,5,3,3,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,4,2,3,2,2,4,5,2,2,3,3,4,4,3,3,2,3,4,4,3,1,1,3,3,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$500,000 to $999,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,1.426783888,-0.245504319,1.246876406,1.159401535,0.392107803,0.028764742,-0.169639051,0.150149646,0.853905557,0.206094933,-0.112059698,-0.16913721,-1.127033248,-0.077518757,-0.172057122,0.262123977,1.05416034,0.177467377,0.26646689
6947763117,,,,,,,,,Sibley,Sibley,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,3,3,4,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,3,3,3,3,4,4,4,2,3,3,4,4,2,3,3,3,3,3,3,3,1,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,Over 70,,,,,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,2.104724996,-0.312316958,2.019997145,2.020363719,-0.108328878,-0.017092613,-0.184309835,-0.004905114,-0.02482544,-0.374622952,-0.11227141,0.348832403,-0.360681188,-0.07932155,0.709284127,0.116348012,0.306581487,-0.045335192,-0.11177995
6947762340,C,C,C,C,C,C,C,C,Sibley,Sibley,2,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,5,4,3,3,4,4,4,4,3,3,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,5,5,5,4,1,2,3,4,4,2,3,3,2,4,3,3,3,4,2,3,2,3,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Male,50-70,High school diploma,"$100,000 - $249,999",50%-75%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time off-farm work,0.288343914,-0.280800743,0.114804698,0.193520902,-0.176265651,-0.00958357,-0.171807529,-0.063744435,-0.016826502,0.024380446,0.072546207,0.749679055,1.371928063,0.570966945,0.175772995,-0.045295908,-1.220452481,-0.803575579,-0.587147268
6947730214,C,C,C,C,V,C,C,C,Martin,Martin,3,4,4,3,3,3,2,4,4,4,4,3,3,3,3,4,4,5,4,4,3,3,4,4,3,2,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,4,4,3,4,4,3,4,4,3,3,2,2,4,2,4,3,1,3,2,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Male,50-70,High school diploma,"$100,000 - $249,999",75%-100%,1 to 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time farm work on land owned by me or rented from others,0.464808687,-0.305088349,0.513417453,0.723681162,-0.078973513,-0.014844547,-0.186399044,0.06121454,-0.27357231,-0.065499487,-0.112079699,-0.457784045,-0.280448223,0.193447307,0.790022529,0.06943727,0.313788348,-0.056123178,0.118244448
6947728905,C,C,C,C,C,C,C,V,Pope,Pope,3,3,3,4,3,4,2,3,2,4,3,3,3,3,3,4,3,4,2,4,3,4,4,4,3,3,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,3,3,3,2,4,4,4,3,3,1,3,3,3,4,3,2,3,2,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Male,50-70,Graduate degree,"$100,000 - $249,999",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others,-0.044952101,-0.305204867,0.430991524,0.120396886,-0.083987133,-0.00270949,-0.103134291,0.001904296,0.029236703,-0.089594681,0.072710113,0.341171565,0.237798289,0.384593437,-0.084034865,0.061397883,-0.388439495,-0.259894566,-0.216839034
6947727383,C,C,C,C,C,V,C,C,Brown,Brown,3,3,3,2,3,2,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,4,3,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,3,4,4,3,3,3,3,4,4,4,4,3,1,3,3,4,4,3,3,3,3,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Male,50-70,Graduate degree,"$100,000 - $249,999",50%-75%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-0.503420591,-0.27148018,-0.315779677,-0.007354344,-0.158357599,-0.019185816,-0.194851422,-0.107793103,-0.828667473,-0.609908504,-0.112104873,0.328019853,0.224568429,0.428745543,0.799421457,-0.151493718,-0.272715572,0.01678134,0.12227141
6947725489,V,V,V,V,V,V,V,V,Renville,Renville,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,4,4,4,4,3,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,3,3,3,3,1,3,4,4,4,3,3,1,4,3,3,3,3,3,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Male,50-70,High school diploma,"$250,000 - $499,999",25%-50%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-0.78822551,-0.278178725,-0.863130093,-0.785466477,-0.268731617,-0.011538374,-0.091482286,0.109428488,0.085235905,-0.158824503,0.072717533,0.721400895,-0.297108815,0.498578319,0.83630698,-0.263989126,-0.37721411,-0.409377179,-0.334903103
6947722323,V,V,V,V,V,V,V,V,Lac Qui Parle,Lac Qui Parle,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,4,3,4,4,3,3,4,4,4,3,3,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,3,4,3,2,4,4,4,4,3,1,2,3,4,4,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,Male,Over 70,High school diploma,"$25,000 - $99,999",50%-75%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-1.048613193,-0.30367209,-0.903534719,-1.096276536,-0.325510681,-0.020145183,-0.181190037,0.009494584,0.009458752,-0.202973457,-0.112072288,-0.067314192,0.327608005,0.338236869,0.650507417,-0.260066462,-0.004321944,0.089425621,0.190158549
6947720880,C,V,V,C,C,V,V,V,Redwood,Redwood,3,2,2,2,2,2,1,2,2,2,2,1,2,2,1,3,5,4,3,4,4,4,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4,4,4,3,4,2,3,2,2,4,4,2,1,3,3,3,3,3,2,3,2,3,2,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Male,Over 70,"B.A., B.S., or equivalent","$25,000 - $99,999",25%-50%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,-0.999929035,-0.266253489,-1.023337622,-0.653721227,0.059680243,0.016639177,-0.187820992,0.016113126,-0.01179805,-0.29599379,-0.112091346,0.322164923,0.266028084,-0.459708169,0.200779143,-0.300830923,-0.058750531,0.09023837,-0.079564618
