Water body name,Water body description,Water body type,Year added to List,Basin,AUID,Use Class,County,Affected designated use,Pollutant or stressor
St Louis River,Cloquet R to Pine R,Stream,1998,Lake Superior,04010201-503,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River,Cloquet R to Pine R,Stream,1998,Lake Superior,04010201-503,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in water column
St Louis River,Stoney Bk to Cloquet R,Stream,1998,Lake Superior,04010201-504,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River,Artichoke R to Stoney Bk,Stream,1998,Lake Superior,04010201-505,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River,East Savanna R to Artichoke R,Stream,1998,Lake Superior,04010201-506,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River,Floodwood R to East Savanna R,Stream,1998,Lake Superior,04010201-507,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River,Whiteface R to Floodwood R,Stream,1998,Lake Superior,04010201-508,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River,Whiteface R to Floodwood R,Stream,2012,Lake Superior,04010201-508,"2Bg, 3C",St. Louis,Aquatic Life,Benthic macroinvertebrates bioassessments
St Louis River,West Two R to Swan R,Stream,1998,Lake Superior,04010201-510,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River,Embarrass R to East Two R,Stream,1998,Lake Superior,04010201-511,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River,Embarrass R to East Two R,Stream,2016,Lake Superior,04010201-511,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in water column
St Louis River,Fond du Lac Dam to Mission Cr,Stream,2002,Lake Superior,04010201-513,"2Bg, 3C",St. Louis,Aquatic Consumption,DDT (Dichlorodiphenyltrichloroethane)
St Louis River,Fond du Lac Dam to Mission Cr,Stream,2002,Lake Superior,04010201-513,"2Bg, 3C",St. Louis,Aquatic Consumption,Dieldrin
St Louis River,Fond du Lac Dam to Mission Cr,Stream,1998,Lake Superior,04010201-513,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River,Fond du Lac Dam to Mission Cr,Stream,1998,Lake Superior,04010201-513,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in water column
St Louis River,Fond du Lac Dam to Mission Cr,Stream,1998,Lake Superior,04010201-513,"2Bg, 3C",St. Louis,Aquatic Consumption,PCBs in fish tissue
St Louis River,Fond du Lac Dam to Mission Cr,Stream,2002,Lake Superior,04010201-513,"2Bg, 3C",St. Louis,Aquatic Consumption,Polychlorinated biphenyls (PCBs)
St Louis River,Scanlon Dam to Thomson Reservoir,Stream,1998,Lake Superior,04010201-515,"2Bg, 3C",Carlton,Aquatic Consumption,Mercury in fish tissue
St Louis River,Scanlon Dam to Thomson Reservoir,Stream,2006,Lake Superior,04010201-515,"2Bg, 3C",Carlton,Aquatic Consumption,PCBs in fish tissue
St Louis River,Potlatch Dam to Scanlon Dam,Stream,1998,Lake Superior,04010201-516,"2Bg, 3C",Carlton,Aquatic Consumption,Mercury in fish tissue
St Louis River,Potlatch Dam to Scanlon Dam,Stream,2006,Lake Superior,04010201-516,"2Bg, 3C",Carlton,Aquatic Consumption,PCBs in fish tissue
St Louis River,Pine R to Knife Dam,Stream,1998,Lake Superior,04010201-517,"2Bg, 3C",Carlton,Aquatic Consumption,Mercury in fish tissue
St Louis River,Pine R to Knife Dam,Stream,2016,Lake Superior,04010201-517,"2Bg, 3C",Carlton,Aquatic Consumption,Mercury in water column
St Louis River,Thomson Reservoir to Fond du Lac Dam,Stream,1998,Lake Superior,04010201-523,"2Bg, 3C",Carlton,Aquatic Consumption,Mercury in fish tissue
St Louis River,Thomson Reservoir to Fond du Lac Dam,Stream,2006,Lake Superior,04010201-523,"2Bg, 3C",Carlton,Aquatic Consumption,PCBs in fish tissue
St Louis River,Knife Dam to Potlatch Dam,Stream,1998,Lake Superior,04010201-524,"2Bg, 3C",Carlton,Aquatic Consumption,Mercury in fish tissue
St Louis River,Knife Dam to Potlatch Dam,Stream,2006,Lake Superior,04010201-524,"2Bg, 3C",Carlton,Aquatic Consumption,PCBs in fish tissue
St Louis River,Swan R to Whiteface R,Stream,1998,Lake Superior,04010201-525,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River,Partridge R to Embarrass R,Stream,1998,Lake Superior,04010201-526,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River,Mission Cr to Oliver bridge,Stream,2002,Lake Superior,04010201-532,"2Bg, 3C",St. Louis,Aquatic Consumption,DDT (Dichlorodiphenyltrichloroethane)
St Louis River,Mission Cr to Oliver bridge,Stream,2002,Lake Superior,04010201-532,"2Bg, 3C",St. Louis,Aquatic Consumption,Dieldrin
St Louis River,Mission Cr to Oliver bridge,Stream,2002,Lake Superior,04010201-532,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River,Mission Cr to Oliver bridge,Stream,2002,Lake Superior,04010201-532,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in water column
St Louis River,Mission Cr to Oliver bridge,Stream,2006,Lake Superior,04010201-532,"2Bg, 3C",St. Louis,Aquatic Consumption,PCBs in fish tissue
St Louis River,Mission Cr to Oliver bridge,Stream,2002,Lake Superior,04010201-532,"2Bg, 3C",St. Louis,Aquatic Consumption,Polychlorinated biphenyls (PCBs)
St Louis River,Oliver bridge to Pokegama R,Stream,2004,Lake Superior,04010201-533,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River,Oliver bridge to Pokegama R,Stream,2004,Lake Superior,04010201-533,"2Bg, 3C",St. Louis,Aquatic Consumption,PCBs in fish tissue
St Louis River,East Two R to West Two R,Stream,2004,Lake Superior,04010201-554,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River,"Headwaters (Seven Beaver Lk 69-0002-00) to T58 R13W S36, west line",Stream,1998,Lake Superior,04010201-631,"2Bg, 3B",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River,"T58 R13W S35, east line to Partridge R",Stream,1998,Lake Superior,04010201-644,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River,"T58 R13W S35, east line to Partridge R",Stream,2016,Lake Superior,04010201-644,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in water column
St Louis River (St Louis Bay),Pokegama R to Mouth of St Louis Bay at Blatnik bridge,Stream,2002,Lake Superior,04010201-501,"2Bg, 3C",St. Louis,Aquatic Consumption,DDT (Dichlorodiphenyltrichloroethane)
St Louis River (St Louis Bay),Pokegama R to Mouth of St Louis Bay at Blatnik bridge,Stream,2002,Lake Superior,04010201-501,"2Bg, 3C",St. Louis,Aquatic Consumption,Dieldrin
St Louis River (St Louis Bay),Pokegama R to Mouth of St Louis Bay at Blatnik bridge,Stream,2002,Lake Superior,04010201-501,"2Bg, 3C",St. Louis,Aquatic Consumption,"Dioxin (including 2,3,7,8-TCDD)"
St Louis River (St Louis Bay),Pokegama R to Mouth of St Louis Bay at Blatnik bridge,Stream,1998,Lake Superior,04010201-501,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
St Louis River (St Louis Bay),Pokegama R to Mouth of St Louis Bay at Blatnik bridge,Stream,1998,Lake Superior,04010201-501,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in water column
St Louis River (St Louis Bay),Pokegama R to Mouth of St Louis Bay at Blatnik bridge,Stream,1998,Lake Superior,04010201-501,"2Bg, 3C",St. Louis,Aquatic Consumption,PCBs in fish tissue
St Louis River (St Louis Bay),Pokegama R to Mouth of St Louis Bay at Blatnik bridge,Stream,2002,Lake Superior,04010201-501,"2Bg, 3C",St. Louis,Aquatic Consumption,Polychlorinated biphenyls (PCBs)
St Louis River (St Louis Bay),Pokegama R to Mouth of St Louis Bay at Blatnik bridge,Stream,2002,Lake Superior,04010201-501,"2Bg, 3C",St. Louis,Aquatic Consumption,Toxaphene
St. Mary's,Lake or Reservoir,Lake,2014,Lake Superior,69-0651-00,"1C, 2Bd, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
Star,Lake or Reservoir,Lake,2002,Lake Superior,16-0405-00,"2B, 3C",Cook,Aquatic Consumption,Mercury in fish tissue
Stewart Creek,"T49 R15W S21, west line to St Louis R",Stream,2012,Lake Superior,04010201-884,"1B, 2Ag, 3B",St. Louis,Aquatic Recreation,Escherichia coli (E.coli)
Stony Creek,Unnamed cr to Unnamed cr,Stream,2016,Lake Superior,04010201-963,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in water column
Stony Creek,Unnamed cr to Unnamed cr,Stream,2012,Lake Superior,04010201-963,"2Bg, 3C",St. Louis,Aquatic Life,Benthic macroinvertebrates bioassessments
Stony Creek,Unnamed cr to Unnamed cr,Stream,2012,Lake Superior,04010201-963,"2Bg, 3C",St. Louis,Aquatic Life,Fish bioassessments
Strand,Lake or Reservoir,Lake,2002,Lake Superior,69-0529-00,"2B, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
Strand,Lake or Reservoir,Lake,2012,Lake Superior,69-0529-00,"2B, 3C",St. Louis,Aquatic Recreation,Nutrients
Superior,Lake or Reservoir,Lake,1998,Lake Superior,16-0001-00,"1B, 2A, 3A",Lake,Aquatic Consumption,Mercury in fish tissue
Superior,Lake or Reservoir,Lake,1998,Lake Superior,16-0001-00,"1B, 2A, 3A",Lake,Aquatic Consumption,PCBs in fish tissue
Superior Bay,Mouth of St Louis Bay at Blatnik bridge to Duluth Ship Channel,Stream,2002,Lake Superior,04010201-530,"2Bg, 3C",St. Louis,Aquatic Consumption,DDT (Dichlorodiphenyltrichloroethane)
Superior Bay,Mouth of St Louis Bay at Blatnik bridge to Duluth Ship Channel,Stream,2002,Lake Superior,04010201-530,"2Bg, 3C",St. Louis,Aquatic Consumption,Dieldrin
Superior Bay,Mouth of St Louis Bay at Blatnik bridge to Duluth Ship Channel,Stream,2002,Lake Superior,04010201-530,"2Bg, 3C",St. Louis,Aquatic Consumption,"Dioxin (including 2,3,7,8-TCDD)"
Superior Bay,Mouth of St Louis Bay at Blatnik bridge to Duluth Ship Channel,Stream,1998,Lake Superior,04010201-530,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
Superior Bay,Mouth of St Louis Bay at Blatnik bridge to Duluth Ship Channel,Stream,1998,Lake Superior,04010201-530,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in water column
Superior Bay,Mouth of St Louis Bay at Blatnik bridge to Duluth Ship Channel,Stream,1998,Lake Superior,04010201-530,"2Bg, 3C",St. Louis,Aquatic Consumption,PCBs in fish tissue
Superior Bay,Mouth of St Louis Bay at Blatnik bridge to Duluth Ship Channel,Stream,2002,Lake Superior,04010201-530,"2Bg, 3C",St. Louis,Aquatic Consumption,Polychlorinated biphenyls (PCBs)
Superior Bay,Mouth of St Louis Bay at Blatnik bridge to Duluth Ship Channel,Stream,2002,Lake Superior,04010201-530,"2Bg, 3C",St. Louis,Aquatic Consumption,Toxaphene
Superior Bay,Mouth of St Louis Bay at Blatnik bridge to Superior Entry,Stream,2002,Lake Superior,04010201-531,"2Bg, 3C",St. Louis,Aquatic Consumption,DDT (Dichlorodiphenyltrichloroethane)
Superior Bay,Mouth of St Louis Bay at Blatnik bridge to Superior Entry,Stream,2002,Lake Superior,04010201-531,"2Bg, 3C",St. Louis,Aquatic Consumption,Dieldrin
Superior Bay,Mouth of St Louis Bay at Blatnik bridge to Superior Entry,Stream,2002,Lake Superior,04010201-531,"2Bg, 3C",St. Louis,Aquatic Consumption,"Dioxin (including 2,3,7,8-TCDD)"
Superior Bay,Mouth of St Louis Bay at Blatnik bridge to Superior Entry,Stream,1998,Lake Superior,04010201-531,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
Superior Bay,Mouth of St Louis Bay at Blatnik bridge to Superior Entry,Stream,1998,Lake Superior,04010201-531,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in water column
Superior Bay,Mouth of St Louis Bay at Blatnik bridge to Superior Entry,Stream,1998,Lake Superior,04010201-531,"2Bg, 3C",St. Louis,Aquatic Consumption,PCBs in fish tissue
Superior Bay,Mouth of St Louis Bay at Blatnik bridge to Superior Entry,Stream,2002,Lake Superior,04010201-531,"2Bg, 3C",St. Louis,Aquatic Consumption,Polychlorinated biphenyls (PCBs)
Superior Bay,Mouth of St Louis Bay at Blatnik bridge to Superior Entry,Stream,2002,Lake Superior,04010201-531,"2Bg, 3C",St. Louis,Aquatic Consumption,Toxaphene
Swamp,Lake or Reservoir,Lake,1998,Lake Superior,16-0215-00,"1B, 2Bd, 3B",Cook,Aquatic Consumption,Mercury in fish tissue
Swamper,Lake or Reservoir,Lake,1998,Lake Superior,16-0128-00,"2B, 3C",Cook,Aquatic Consumption,Mercury in fish tissue
Swan River,Confluence of East and West Swan R to St Louis R,Stream,2016,Lake Superior,04010201-557,"1B, 2Ag, 3B",St. Louis,Aquatic Consumption,Mercury in water column
Tait,Lake or Reservoir,Lake,1998,Lake Superior,16-0384-00,"2B, 3C",Cook,Aquatic Consumption,Mercury in fish tissue
Talmadge River (Talmadge Creek),Headwaters to Lk Superior,Stream,1996,Lake Superior,04010102-508,"1B, 2Ag, 3B",St. Louis,Aquatic Life,Dissolved oxygen
Talmadge River (Talmadge Creek),Headwaters to Lk Superior,Stream,2014,Lake Superior,04010102-508,"1B, 2Ag, 3B",St. Louis,Aquatic Life,Fish bioassessments
Talmadge River (Talmadge Creek),Headwaters to Lk Superior,Stream,2004,Lake Superior,04010102-508,"1B, 2Ag, 3B",St. Louis,Aquatic Life,Turbidity
Tetagouche,Lake or Reservoir,Lake,2002,Lake Superior,38-0231-00,"2B, 3C",Lake,Aquatic Consumption,Mercury in fish tissue
Thomson Reservoir,Lake or Reservoir,Lake,1998,Lake Superior,09-0001-00,"2B, 3C",Carlton,Aquatic Consumption,Mercury in fish tissue
Thrasher,Lake or Reservoir,Lake,1998,Lake Superior,16-0192-00,"1B, 2A, 3B",Cook,Aquatic Consumption,Mercury in fish tissue
Thrush,Lake or Reservoir,Lake,1998,Lake Superior,16-0191-00,"1B, 2A, 3B",Cook,Aquatic Consumption,Mercury in fish tissue
Thunderbird,Lake or Reservoir,Lake,1998,Lake Superior,38-0031-00,"2B, 3C",Lake,Aquatic Consumption,Mercury in fish tissue
Tischer Creek,Unnamed cr to Lk Superior,Stream,2014,Lake Superior,04010102-544,"1B, 2Ag, 3B",St. Louis,Aquatic Recreation,Escherichia coli (E.coli)
Tom,Lake or Reservoir,Lake,1998,Lake Superior,16-0019-00,"2B, 3C",Cook,Aquatic Consumption,Mercury in fish tissue
Tom,Lake or Reservoir,Lake,1998,Lake Superior,16-0019-00,"2B, 3C",Cook,Aquatic Consumption,Mercury in water column
Toohey,Lake or Reservoir,Lake,1998,Lake Superior,16-0645-00,"2B, 3C",Cook,Aquatic Consumption,Mercury in fish tissue
Trout,Lake or Reservoir,Lake,1998,Lake Superior,16-0049-00,"1B, 2A, 3B",Cook,Aquatic Consumption,Mercury in fish tissue
Two Island,Lake or Reservoir,Lake,1998,Lake Superior,16-0156-00,"2B, 3C",Cook,Aquatic Consumption,Mercury in fish tissue
Unnamed branch,Manganika Lk to East Two R,Stream,2012,Lake Superior,04010201-548,"2Bg, 3C",St. Louis,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed branch,Manganika Lk to East Two R,Stream,2012,Lake Superior,04010201-548,"2Bg, 3C",St. Louis,Aquatic Life,Fish bioassessments
Unnamed creek,"Unnamed cr to T56 R20W S9, east line",Stream,2012,Lake Superior,04010201-542,"2Bg, 3C",St. Louis,Aquatic Recreation,Escherichia coli (E.coli)
Unnamed creek,Unnamed cr to McQuade Lk,Stream,2012,Lake Superior,04010201-551,"2Bg, 3C",St. Louis,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,Unnamed ditch to St Louis R,Stream,2012,Lake Superior,04010201-A17,"2Bg, 3C",St. Louis,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,Unnamed cr to St Louis R,Stream,2020,Lake Superior,04010201-A19,"2Bg, 3C",St. Louis,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,Unnamed cr to Unnamed cr,Stream,2012,Lake Superior,04010201-A22,"2Bg, 3C",St. Louis,Aquatic Recreation,Escherichia coli (E.coli)
Unnamed creek,Headwaters to Deer Cr,Stream,2014,Lake Superior,04010301-532,"1B, 2Ag, 3B",Carlton,Aquatic Life,Turbidity
Unnamed creek (East Swan Creek),"T56 R20W S5, north line to East Swan R",Stream,2012,Lake Superior,04010201-888,"1B, 2Ag, 3B",St. Louis,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek (East Swan Creek),"T56 R20W S5, north line to East Swan R",Stream,2012,Lake Superior,04010201-888,"1B, 2Ag, 3B",St. Louis,Aquatic Recreation,Escherichia coli (E.coli)
Unnamed creek (Elim Creek),Unnamed cr to Skunk Cr,Stream,2014,Lake Superior,04010301-501,"1B, 2Ag, 3B",Carlton,Aquatic Life,Fish bioassessments
Unnamed creek (Little Swan Creek),Headwaters to East Swan R,Stream,2012,Lake Superior,04010201-891,"1B, 2Ag, 3B",St. Louis,Aquatic Life,Fish bioassessments
Unnamed creek (Merritt Creek),Unnamed cr to St Louis R,Stream,2012,Lake Superior,04010201-987,"2Bg, 3C",St. Louis,Aquatic Recreation,Escherichia coli (E.coli)
Unnamed creek (Rocky Run Creek),"T50 R16W S11, north line to Midway R",Stream,2012,Lake Superior,04010201-625,"1B, 2Ag, 3B",St. Louis,Aquatic Recreation,Escherichia coli (E.coli)
Upper Comstock,Lake or Reservoir,Lake,2002,Lake Superior,69-0412-01,"2B, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
Vaara Creek,Unnamed cr to Floodwood R,Stream,2012,Lake Superior,04010201-623,"2Bg, 3C",St. Louis,Aquatic Life,Benthic macroinvertebrates bioassessments
Vaara Creek,Unnamed cr to Floodwood R,Stream,2012,Lake Superior,04010201-623,"2Bg, 3C",St. Louis,Aquatic Life,Fish bioassessments
Virginia,Lake or Reservoir,Lake,1998,Lake Superior,69-0663-00,"2B, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
Vista,Lake or Reservoir,Lake,1998,Lake Superior,16-0224-00,"1B, 2A, 3B",Cook,Aquatic Consumption,Mercury in fish tissue
Wampus,Lake or Reservoir,Lake,1998,Lake Superior,16-0196-00,"2B, 3C",Cook,Aquatic Consumption,Mercury in fish tissue
Water Hen Creek,Unnamed cr to Mud Hen Cr,Stream,2012,Lake Superior,04010201-A31,"2Bg, 3C",St. Louis,Aquatic Life,Benthic macroinvertebrates bioassessments
Water Hen Creek,Unnamed cr to S Br Water Hen Cr,Stream,2012,Lake Superior,04010201-A35,"2Bg, 3C",St. Louis,Aquatic Life,Benthic macroinvertebrates bioassessments
West Pike,Lake or Reservoir,Lake,1998,Lake Superior,16-0086-00,"1B, 2A, 3B",Cook,Aquatic Consumption,Mercury in fish tissue
West Two River,McQuade Lk outlet to St Louis R,Stream,2016,Lake Superior,04010201-534,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in water column
West Two River,West Two R Reservoir to McQuade Lk outlet,Stream,2012,Lake Superior,04010201-535,"2Bg, 3C",St. Louis,Aquatic Life,Benthic macroinvertebrates bioassessments
West Two Rivers Reservoir,Lake or Reservoir,Lake,1998,Lake Superior,69-0994-00,"2B, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
West Two Rivers Reservoir,Lake or Reservoir,Lake,2012,Lake Superior,69-0994-00,"2B, 3C",St. Louis,Aquatic Recreation,Nutrients
White,Lake or Reservoir,Lake,2020,Lake Superior,69-0030-00,"2B, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
White Pine,Lake or Reservoir,Lake,2002,Lake Superior,16-0369-00,"2B, 3B",Cook,Aquatic Consumption,Mercury in fish tissue
Whiteface Reservoir,Lake or Reservoir,Lake,1998,Lake Superior,69-0375-00,"2B, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
Whiteface River,Paleface R to St Louis R,Stream,2002,Lake Superior,04010201-509,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
Whiteface River,Paleface R to St Louis R,Stream,2016,Lake Superior,04010201-509,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in water column
Whiteface River,Bug Cr to Paleface R,Stream,2002,Lake Superior,04010201-528,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
Whiteface River,Whiteface Reservoir to Bug Cr,Stream,2002,Lake Superior,04010201-529,"2Bg, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
Whitefish,Lake or Reservoir,Lake,1998,Lake Superior,38-0060-00,"2B, 3C",Lake,Aquatic Consumption,Mercury in fish tissue
Whitewater,Lake or Reservoir,Lake,1998,Lake Superior,69-0376-00,"2B, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
Wild Rice,Lake or Reservoir,Lake,1998,Lake Superior,69-0371-00,"2B, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
Wilson,Lake or Reservoir,Lake,1998,Lake Superior,38-0047-00,"2B, 3C",Lake,Aquatic Consumption,Mercury in fish tissue
Winchell,Lake or Reservoir,Lake,1998,Lake Superior,16-0354-00,"1B, 2A, 3B",Cook,Aquatic Consumption,Mercury in fish tissue
Winchell,Lake or Reservoir,Lake,2002,Lake Superior,16-0354-00,"1B, 2A, 3B",Cook,Aquatic Consumption,PCBs in fish tissue
Wolf,Lake or Reservoir,Lake,1998,Lake Superior,69-0143-00,"2B, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
Wyman Creek,Headwaters to Colby Lk,Stream,2012,Lake Superior,04010201-942,"1B, 2Ag, 3B",St. Louis,Aquatic Life,Fish bioassessments
Wynne,Lake or Reservoir,Lake,1998,Lake Superior,69-0434-02,"2B, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
Wynne,Lake or Reservoir,Lake,2014,Lake Superior,69-0434-02,"2B, 3C",St. Louis,Aquatic Consumption,Mercury in water column
Aaron,Lake or Reservoir,Lake,2018,Minnesota River,21-0242-00,"2B, 3C",Douglas,Aquatic Consumption,Mercury in fish tissue
Altermatt,Lake or Reservoir,Lake,2020,Minnesota River,08-0054-00,"2B, 3C",Brown,Aquatic Recreation,Nutrients
Altermatts Creek,"T108 R34W S35, south line to Little Cottonwood R",Stream,2016,Minnesota River,07020007-518,7,Brown,Limited Resource Value,Escherichia coli (E.coli)
Amber,Lake or Reservoir,Lake,2020,Minnesota River,46-0034-00,"1C, 2Bd, 3C",Martin,Aquatic Life,Fish bioassessments
Amber,Lake or Reservoir,Lake,2006,Minnesota River,46-0034-00,"1C, 2Bd, 3C",Martin,Aquatic Recreation,Nutrients
Amelia,Lake or Reservoir,Lake,2010,Minnesota River,61-0064-00,"2B, 3C",Pope,Aquatic Consumption,Mercury in fish tissue
Andrew,Lake or Reservoir,Lake,1998,Minnesota River,34-0206-00,"2B, 3C",Kandiyohi,Aquatic Consumption,Mercury in fish tissue
Ann,Lake or Reservoir,Lake,2002,Minnesota River,10-0012-00,"2B, 3C",Carver,Aquatic Consumption,Mercury in fish tissue
Ann,Lake or Reservoir,Lake,2006,Minnesota River,61-0122-00,"2B, 3C",Pope,Aquatic Recreation,Nutrients
Artichoke,Lake or Reservoir,Lake,1998,Minnesota River,06-0002-00,"2B, 3C",Big Stone,Aquatic Consumption,Mercury in fish tissue
Augusta,Lake or Reservoir,Lake,2010,Minnesota River,19-0081-00,"2B, 3C",Dakota,Aquatic Recreation,Nutrients
Bachelor,Lake or Reservoir,Lake,2020,Minnesota River,08-0029-00,"2B, 3C",Brown,Aquatic Recreation,Nutrients
Badger Creek,Little Badger Cr to -94.136 43.64,Stream,2020,Minnesota River,07020009-658,"2Bg, 3C",Faribault,Aquatic Recreation,Escherichia coli (E.coli)
Barney Fry Creek,CD 47A to CD 35,Stream,2018,Minnesota River,07020012-602,"2Bg, 3C",Nicollet,Aquatic Life,Benthic macroinvertebrates bioassessments
Barney Fry Creek,CD 47A to CD 35,Stream,2018,Minnesota River,07020012-602,"2Bg, 3C",Nicollet,Aquatic Life,Fish bioassessments
Barney Fry Creek,CD 47A to CD 35,Stream,2018,Minnesota River,07020012-602,"2Bg, 3C",Nicollet,Aquatic Recreation,Escherichia coli (E.coli)
Barrett,Lake or Reservoir,Lake,1998,Minnesota River,26-0095-00,"2B, 3C",Grant,Aquatic Consumption,Mercury in fish tissue
Barrett,Lake or Reservoir,Lake,2020,Minnesota River,26-0095-00,"2B, 3C",Grant,Aquatic Recreation,Nutrients
Bass,Lake or Reservoir,Lake,1998,Minnesota River,22-0074-00,"2B, 3C",Faribault,Aquatic Consumption,Mercury in fish tissue
Bavaria,Lake or Reservoir,Lake,2006,Minnesota River,10-0019-00,"2B, 3C",Carver,Aquatic Consumption,Mercury in fish tissue
Bavaria,Lake or Reservoir,Lake,2018,Minnesota River,10-0019-00,"2B, 3C",Carver,Aquatic Life,Fish bioassessments
Bean,Lake or Reservoir,Lake,2010,Minnesota River,17-0054-00,"2B, 3C",Cottonwood,Aquatic Recreation,Nutrients
Beaver Creek,E Fk Beaver Cr to Minnesota R,Stream,2006,Minnesota River,07020004-528,"2Bg, 3C",Renville,Aquatic Life,Turbidity
Beaver Creek,E Fk Beaver Cr to Minnesota R,Stream,2006,Minnesota River,07020004-528,"2Bg, 3C",Renville,Aquatic Recreation,Fecal coliform
"Beaver Creek, East Fork","T115 R35W S35, north line to W Fk Beaver Cr",Stream,2014,Minnesota River,07020004-586,"2Bg, 3C",Renville,Aquatic Recreation,Escherichia coli (E.coli)
"Beaver Creek, West Fork",Headwaters to E Fk Beaver Cr,Stream,2006,Minnesota River,07020004-530,"2Bg, 3C",Renville,Aquatic Life,Turbidity
"Beaver Creek, West Fork",Headwaters to E Fk Beaver Cr,Stream,2006,Minnesota River,07020004-530,"2Bg, 3C",Renville,Aquatic Recreation,Fecal coliform
Benton,Lake or Reservoir,Lake,2002,Minnesota River,10-0069-00,"2B, 3C",Carver,Aquatic Recreation,Nutrients
Benton,Lake or Reservoir,Lake,1998,Minnesota River,41-0043-00,"2B, 3C",Lincoln,Aquatic Consumption,Mercury in fish tissue
Benton,Lake or Reservoir,Lake,2020,Minnesota River,41-0043-00,"2B, 3C",Lincoln,Aquatic Life,Fish bioassessments
Benton,Lake or Reservoir,Lake,2006,Minnesota River,41-0043-00,"2B, 3C",Lincoln,Aquatic Recreation,Nutrients
Bevens Creek,Silver Cr to Minnesota R,Stream,2018,Minnesota River,07020012-514,"2Bg, 3C",Carver,Aquatic Life,Benthic macroinvertebrates bioassessments
Bevens Creek,Silver Cr to Minnesota R,Stream,2018,Minnesota River,07020012-514,"2Bg, 3C",Carver,Aquatic Life,Fish bioassessments
Bevens Creek,Silver Cr to Minnesota R,Stream,2002,Minnesota River,07020012-514,"2Bg, 3C",Carver,Aquatic Life,Turbidity
Bevens Creek,Silver Cr to Minnesota R,Stream,2002,Minnesota River,07020012-514,"2Bg, 3C",Carver,Aquatic Recreation,Fecal coliform
Bevens Creek,Headwaters (Washington Lk 72-0017-00) to 154th St,Stream,2018,Minnesota River,07020012-843,"2Bg, 3C",Sibley,Aquatic Life,Benthic macroinvertebrates bioassessments
Bevens Creek,Headwaters (Washington Lk 72-0017-00) to 154th St,Stream,2016,Minnesota River,07020012-843,"2Bg, 3C",Sibley,Aquatic Life,Nutrients
