respondentid,"choice1 ","choice2 ","choice3 ","choice4 ","choice5 ","choice6 ","choice7 ",choice8,countyresident,countyland,scenicconcern,scenicmoderate,scenicmajor,nutrientconcern,nutrientmoderate,nutrientmajor,habitatconcern,habitatmoderate,habitatmajor,sedimentconcern,sedimentmoderate,sedimentmajor,recreationconcern,recreationmoderate,recreationmajor,valknowconservation,valundueblame,valwaterimportant,vallandregulate,valwaterproblem,valpaymentimportant,valtogether,valstaff,valsteward,valinfluence,pollutionobs,familiar25,otherswetland,otherscovercrop,othersnm,pastcrp,pastfcp,pastmci,pastoneseason,pastlongterm,pastgcdt,pastgcsv,nowcrp,noweqip,nowfcsv,nowcsp,practicegd,practicemintill,practicerb,practicerp,obssediment,obsnutrients,obsodor,obstrash,obslackfish,obsunsafeswim,obscolor,obsunsafedrink,opwetlandfamiliar,opwetlandcostr,opwetlandcontrol,opwetlandequipment,opwetlandcostm,opwetlandhabitat,opwetlandsoil,opcovercropfamiliar,opcovercroprp,opcovercroptimep,opcovercroptimeh,opcovercroprs,opcovercropis,opcovercropln,opnmfamiliar,opnmrs,opnmrl,opnmis,opnmrf,opnmcost,opwetlandopen,opwetlandrestored,opcovercropopen,opcovercropplant,opnmopen,acfish,acswim,acexplore,ackayak,achunt,achike,acbike,acpicnic,achorseride,acgooffroading,sptlandowners,sptfarmmanager,sptrenters,sptgovstaff,sptmrbboard,infonrcs,infofsa,infoces,infomedial,infospecialists,infosfdealer,infomdealer,infoneighborfriends,infoscdc,infovai,infoprivateconsultants,infonpo,infomedian,preferfielddemo,preferinternet,prefercountymeeting,prefertelevision,prefermagazines,preferradio,preferprinted,prefervisual,preferonfarmconsul,prefertradeshows,gender,age,education,income,incomefromfarming,landarea,majorityland,primaryrotation,work2017
6948497545,C,C,V,C,C,C,C,C,Redwood,Redwood,2,2,4,3,2,2,4,3,2,2,1,2,2,2,2,3,4,4,3,3,4,3,3,4,3,3,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,3,4,3,2,2,2,3,4,3,4,3,2,2,3,3,3,3,3,3,3,3,3,2,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$500,000 to $999,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948497011,,,,,,,,,Swift,Swift,3,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Over 70,,None,0,"1,000 acres or more","Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6948495759,C,V,C,V,C,V,V,C,Hennepin,Hennepin,2,2,1,1,3,3,2,2,2,2,2,2,2,2,2,4,4,4,2,3,4,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,3,4,4,4,3,4,2,2,3,3,4,4,3,4,3,2,4,4,3,2,3,1,3,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,Male,50-70,"B.A., B.S., or equivalent","$500,000 to $999,999",50%-75%,1 to 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948494256,V,V,V,V,V,V,V,V,Nicollet,Nicollet,3,2,2,4,4,4,4,5,5,4,4,4,4,5,4,5,2,5,3,4,4,5,5,4,3,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,3,3,4,4,5,5,1,4,3,5,4,4,4,3,4,4,2,3,3,1,2,1,3,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Male,50-70,Some college but no 4-year degree,"$250,000 - $499,999",1%-25%,"1,000 acres or more","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948493327,C,V,C,V,C,V,V,C,Freeborn,Freeborn,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,5,4,2,3,4,4,4,3,3,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,3,4,4,3,4,4,2,2,3,2,4,4,2,1,3,3,3,3,3,2,3,1,3,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,Male,50-70,Some college but no 4-year degree,"$100,000 - $249,999",25%-50%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others
6948492232,,,,,,,,,Redwood,Redwood,1,3,3,3,3,3,3,2,2,1,1,1,3,2,2,4,5,3,2,3,3,4,3,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,5,5,1,2,2,3,4,3,3,3,3,1,3,3,3,3,3,2,3,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Male,Over 70,,"$25,000 - $99,999",75%-100%,100 to 500 acres,,"Corn/Corn/Bean(Minimum-till corn, No-till bean)",Retired
6948461651,V,C,V,C,V,V,C,V,Waseca,Waseca,3,3,3,4,3,3,3,3,3,4,4,3,3,4,3,4,4,4,2,3,3,4,4,4,3,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,4,3,4,2,3,2,4,4,3,4,3,3,2,3,3,4,2,3,3,1,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,Male,Over 70,Some college but no 4-year degree,"$100,000 - $249,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean(All No-till),Part-time farm work on land owned by me or rented from others
6948085949,C,C,V,C,C,V,V,C,Dakota,Dakota,2,3,2,2,2,2,1,1,1,2,2,2,1,2,2,4,5,4,4,4,4,3,3,5,2,2,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2,5,5,5,5,1,1,4,3,4,4,3,3,3,4,1,1,4,4,2,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Male,50-70,Some college but no 4-year degree,"$500,000 to $999,999",75%-100%,"1,000 acres or more","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948084829,V,V,C,C,C,C,C,C,Grant,Grant,5,4,4,4,3,3,3,4,4,3,3,2,4,3,3,5,5,4,4,3,2,4,4,5,3,2,3,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,5,5,5,4,2,2,4,4,5,5,3,2,3,3,3,3,2,2,5,3,2,3,1,3,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,Male,Over 70,High school diploma,"$100,000 - $249,999",75%-100%,"1,000 acres or more","Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6948083536,V,V,V,V,V,V,V,V,Cottonwood,Cottonwood,5,4,5,3,4,4,5,5,5,4,3,3,3,3,3,5,5,5,4,5,4,5,5,5,5,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,2,3,2,4,2,5,5,3,2,2,2,5,5,4,2,2,2,3,4,3,3,3,3,3,3,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,Male,50-70,"B.A., B.S., or equivalent","$25,000 - $99,999",75%-100%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6948082295,V,C,C,C,C,C,C,C,Murray,Murray,3,3,4,4,3,4,3,3,4,4,3,3,2,3,3,4,4,4,4,4,4,4,4,4,3,3,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,3,4,3,2,4,4,3,3,4,4,4,4,3,3,3,2,3,3,3,1,2,2,3,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Male,50-70,High school diploma,"$25,000 - $99,999",75%-100%,1 to 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948080508,C,C,V,V,V,V,C,V,Carver,Carver,3,2,4,3,5,4,3,2,2,4,4,4,3,2,3,4,4,5,1,4,5,5,5,4,3,1,4,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,2,4,5,4,4,2,5,1,3,5,3,1,5,4,3,1,1,5,4,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,Male,50-70,Some college but no 4-year degree,"$250,000 - $499,999",50%-75%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948077266,V,C,V,V,V,V,V,C,Freeborn,Freeborn,2,1,3,3,4,4,4,3,3,4,4,3,1,3,4,4,5,4,2,4,2,4,4,5,3,3,2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3,3,4,4,4,3,4,2,3,4,3,5,4,3,2,3,3,4,4,3,3,2,3,3,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,Male,50-70,High school diploma,"$1,000,000 and over",50%-75%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948076027,V,V,V,V,V,V,V,V,Renville,Renville,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,4,4,4,4,4,4,2,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3,3,3,3,2,2,1,3,4,3,4,3,3,1,3,3,3,4,3,3,3,3,3,3,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,Male,50-70,Some college but no 4-year degree,"$500,000 to $999,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948074916,,,,,,,,,Watonwan,Watonwan,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,2,2,2,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,5,2,2,4,4,4,5,3,2,3,4,4,4,2,4,4,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Male,Over 70,Some college but no 4-year degree,None,0,1 to 100 acres,"No, majority of my land is not currently used for crop production.",,Retired
6948071691,C,V,C,V,C,C,C,V,Blue Earth,Blue Earth,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,3,5,5,5,3,1,4,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,5,1,1,1,1,5,5,3,1,1,1,5,5,3,3,1,1,5,5,1,1,2,1,3,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,Male,50-70,Graduate degree,"$25,000 - $99,999",1%-25%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Full-time off-farm work
6948070295,C,C,C,C,C,C,C,C,Nicollet,Nicollet,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,4,4,3,4,3,,3,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,3,3,3,2,3,3,3,4,3,3,1,3,3,4,4,3,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Male,50-70,High school diploma,"$100,000 - $249,999",50%-75%,,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others
6948068890,V,V,V,V,V,V,V,V,Martin,Martin,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,5,5,5,4,5,5,5,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,5,5,3,5,4,2,2,2,2,5,5,2,1,3,2,5,4,2,3,3,3,3,3,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Male,Over 70,Graduate degree,"$1 -$24,999",25%-50%,1 to 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Retired
6948067454,V,C,V,V,V,C,C,V,Renville,Renville,2,3,3,2,3,4,3,3,2,2,3,2,2,3,3,4,4,4,3,2,4,4,4,4,3,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,4,5,4,4,4,2,4,4,4,4,3,3,2,3,3,3,4,3,3,2,2,3,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,Male,50-70,High school diploma,"$100,000 - $249,999",75%-100%,"1,000 acres or more","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948065388,C,C,C,C,C,C,C,C,Martin,Martin,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,5,4,2,3,3,2,2,5,2,2,3,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,5,5,5,4,4,3,4,5,5,1,1,1,5,2,2,3,3,2,2,3,2,3,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Male,50-70,Some college but no 4-year degree,"$500,000 to $999,999",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time farm work on land owned by me or rented from others
6948063980,V,V,V,V,V,V,V,V,Watonwan,Watonwan,3,3,3,3,3,2,3,3,2,3,3,2,2,3,2,3,4,4,3,4,4,4,4,4,4,1,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,3,3,4,3,4,4,3,3,3,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,Male,Over 70,High school diploma,"$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948061858,C,C,C,C,C,C,V,C,Freeborn,Freeborn,4,4,5,4,3,3,4,4,3,3,3,3,2,3,4,4,5,4,4,4,4,5,4,4,4,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,4,3,4,4,5,4,4,2,2,2,4,4,2,1,3,2,4,4,3,1,2,1,2,3,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Male,Over 70,High school diploma,"$1 -$24,999",50%-75%,1 to 100 acres,"No, majority of my land is not currently used for crop production.",Corn/Corn/Bean (All conventional till),Retired
6948059293,C,C,V,C,C,C,C,C,Renville,Renville,2,4,3,2,2,2,2,2,2,2,1,1,1,1,1,5,5,5,1,3,2,4,4,5,2,2,3,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,5,5,5,4,3,2,3,4,4,3,4,3,2,5,5,3,3,3,2,3,3,3,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$500,000 to $999,999",25%-50%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others
6948057874,V,V,V,V,V,V,V,C,Faribault,Faribault,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,5,4,4,2,3,4,5,5,5,5,2,3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,5,5,5,2,3,3,5,5,3,5,3,3,3,3,3,3,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Male,Over 70,Some college but no 4-year degree,"$100,000 - $249,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6948056254,V,C,V,V,V,V,C,V,Rice,Rice,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,3,4,2,4,4,4,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,4,4,2,2,3,2,4,4,2,3,2,2,4,4,2,1,2,3,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Male,Over 70,High school diploma,"$25,000 - $99,999",75%-100%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6948054705,C,C,C,C,C,C,C,C,Watonwan,Watonwan,4,4,2,5,4,3,2,3,2,4,3,4,4,4,4,,,,,,,,,,,,1,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,4,3,4,4,4,3,,,,,,,,,,,,,,2,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Retired
6948052325,V,C,V,V,V,V,C,V,Rice,Rice,2,2,3,3,3,2,3,3,4,3,2,2,2,2,3,4,4,5,4,5,2,4,4,4,4,3,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,2,4,2,2,4,5,3,3,2,3,4,4,2,2,3,2,3,4,3,1,2,1,3,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$1 -$24,999",25%-50%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Part-time farm work on land owned by me or rented from others
6948020508,V,C,V,C,V,V,C,C,Traverse,Traverse,2,4,3,1,2,1,3,2,1,2,1,1,2,2,3,5,5,4,3,3,4,4,4,5,3,2,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4,4,4,3,3,4,3,2,4,3,3,3,3,3,4,3,3,3,3,2,1,1,2,3,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,Male,50-70,Some college but no 4-year degree,"$100,000 - $249,999",75%-100%,"1,000 acres or more","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948018409,C,V,C,V,C,V,C,C,Brown,Brown,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,5,5,4,1,3,2,4,4,5,3,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,4,3,2,4,4,4,4,3,3,2,2,3,4,3,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Male,50-70,Some college but no 4-year degree,,75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time farm work on land owned by me or rented from others
6948016142,C,V,C,V,C,C,C,C,Watonwan,Watonwan,2,4,2,4,4,4,4,4,4,2,2,2,2,2,4,3,5,5,3,3,4,4,4,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,2,2,3,3,4,3,3,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,Male,50-70,Some college but no 4-year degree,"$100,000 - $249,999",75%-100%,1 to 100 acres,"No, majority of my land is not currently used for crop production.",,Full-time farm work on land owned by me or rented from others
6948013471,,,,,,,,,Brown,Brown,2,2,2,3,3,3,3,3,2,3,3,2,2,2,2,3,4,4,3,2,3,3,4,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,3,2,3,3,3,3,3,3,1,2,2,4,5,2,3,3,3,2,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Over 70,High school diploma,,,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Part-time farm work on land owned by me or rented from others
6948011547,V,C,V,V,V,V,V,V,Murray,Murray,1,3,2,3,3,3,3,2,2,3,2,2,3,3,3,4,4,4,3,4,4,4,4,4,3,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,3,4,3,3,4,4,3,2,3,3,4,4,3,1,3,2,4,3,3,1,2,1,3,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others
6948008993,V,C,V,V,V,V,V,V,Goodhue,Goodhue,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,5,5,1,2,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,4,5,5,5,5,5,5,4,3,3,4,4,3,3,3,3,3,3,3,3,1,1,1,2,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Male,50-70,Some college but no 4-year degree,"$100,000 - $249,999",1%-25%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time off-farm work
6947769197,V,V,V,V,V,V,V,V,Brown,Brown,4,4,4,3,3,3,2,2,2,3,3,3,3,3,3,4,4,4,2,3,4,4,4,4,2,3,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,3,4,4,4,4,4,3,2,4,4,4,3,2,2,2,2,4,4,3,3,2,3,3,3,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Male,50-70,High school diploma,"$250,000 - $499,999",50%-75%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Part-time farm work on land owned by me or rented from others
6947767101,V,V,V,V,V,V,V,V,Blue Earth,Blue Earth,4,4,4,4,4,4,3,3,3,4,4,3,4,3,4,4,5,4,1,4,4,4,4,4,4,1,2,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,4,4,3,4,4,3,2,2,2,4,4,3,5,1,1,4,4,2,1,3,1,3,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Male,50-70,Some college but no 4-year degree,"$500,000 to $999,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6947766117,C,C,C,C,C,C,C,C,Faribault,Faribault,2,4,3,2,3,3,3,1,1,2,2,2,1,3,4,4,5,5,2,3,2,4,3,5,3,3,3,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,5,5,4,1,3,2,4,3,4,4,3,4,1,4,4,2,4,3,2,3,2,3,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Male,50-70,High school diploma,"$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6947764954,V,V,V,V,V,V,V,V,Lac Qui Parle,Lac Qui Parle,2,3,3,3,3,3,3,3,2,3,2,2,3,3,2,4,5,5,4,2,2,5,5,5,1,1,2,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,4,3,2,2,4,4,3,2,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Male,50-70,High school diploma,"$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean(All No-till),Full-time farm work on land owned by me or rented from others
